name: sedan2door_-40_20_-20_0_0_200_60_450---gt: [ True, 28, 60, 74]---predictions: [0.13, 30, 104, 75]
name: sedan4door_0_0_-40_20_40_280_60_450---gt: [ False, 23, 96, 0]---predictions: [0.47, 28, 99, 0]
name: sedan4door_-20_0_-20_20_0_280_80_400---gt: [ True, 20, 100, 0]---predictions: [0.42, 29, 101, 0]
name: sedan2door_-20_0_-20_40_40_0_20_400---gt: [ True, 28, 92, 0]---predictions: [0.34, 30, 84, 0]
name: sedan4door_0_0_0_40_0_280_40_400---gt: [ False, 22, 79, 0]---predictions: [0.20, 28, 98, 0]
name: hybrid_0_40_0_40_0_320_60_450---gt: [ False, 25, 111, 149]---predictions: [0.40, 27, 102, 149]
name: hybrid_0_20_-40_20_0_240_20_400---gt: [ False, 0, 0, 74]---predictions: [0.59, 0, 0, 75]
name: sedan4door_0_0_-40_20_40_0_40_450---gt: [ False, 27, 103, 0]---predictions: [0.58, 30, 95, 0]
name: hybrid_0_0_-20_40_20_280_20_400---gt: [ False, 0, 0, 0]---predictions: [0.24, 0, 0, 0]
name: sedan4door_-40_20_-20_0_20_200_80_400---gt: [ True, 28, 49, 74]---predictions: [0.16, 27, 95, 75]
name: hybrid_-20_20_-20_0_40_120_40_450---gt: [ True, 36, 69, 74]---predictions: [0.10, 28, 113, 75]
name: suv_-40_20_-40_0_0_280_40_450---gt: [ True, 20, 82, 74]---predictions: [0.43, 30, 96, 75]
name: suv_0_40_-40_40_0_360_20_400---gt: [ False, 26, 78, 149]---predictions: [0.50, 28, 79, 149]
name: sedan4door_0_0_-20_20_0_240_40_400---gt: [ False, 0, 0, 0]---predictions: [0.23, 0, 0, 0]
name: hatchback_-20_20_0_40_20_40_60_450---gt: [ True, 33, 123, 74]---predictions: [0.14, 28, 105, 75]
name: sedan2door_0_40_-20_20_20_240_80_400---gt: [ False, 23, 81, 149]---predictions: [0.18, 28, 99, 149]
name: hybrid_-20_20_-20_20_40_120_20_450---gt: [ True, 0, 0, 74]---predictions: [0.51, 0, 0, 75]
name: hybrid_-40_40_-40_40_40_200_40_400---gt: [ True, 28, 62, 149]---predictions: [0.40, 31, 102, 149]
name: sedan2door_0_20_0_0_20_240_40_450---gt: [ False, 0, 0, 74]---predictions: [0.19, 0, 0, 75]
name: sedan2door_-20_0_-40_20_0_80_20_400---gt: [ True, 38, 84, 0]---predictions: [0.10, 29, 93, 0]
name: hybrid_-20_40_-20_20_0_40_40_400---gt: [ True, 34, 101, 149]---predictions: [0.12, 29, 111, 149]
name: sedan2door_-40_40_-40_0_0_320_20_400---gt: [ True, 19, 96, 149]---predictions: [0.73, 30, 83, 149]
name: hatchback_-20_40_0_40_0_120_80_450---gt: [ True, 38, 95, 149]---predictions: [0.17, 29, 121, 149]
name: sedan2door_0_40_0_20_40_280_40_400---gt: [ False, 22, 84, 149]---predictions: [0.29, 27, 111, 149]
name: sedan2door_0_20_0_40_40_280_20_400---gt: [ False, 23, 73, 74]---predictions: [0.19, 32, 84, 75]
name: sedan4door_0_0_-40_20_40_40_80_400---gt: [ False, 32, 137, 0]---predictions: [0.16, 26, 109, 0]
name: hatchback_-20_40_-20_40_40_360_40_450---gt: [ True, 26, 110, 149]---predictions: [0.54, 29, 104, 149]
name: hatchback_0_0_-40_40_40_0_40_400---gt: [ False, 26, 98, 0]---predictions: [0.44, 29, 92, 0]
name: sedan2door_-20_0_-20_20_40_320_20_400---gt: [ True, 22, 90, 0]---predictions: [0.53, 30, 82, 0]
name: hatchback_-40_0_-20_40_40_0_60_450---gt: [ True, 26, 136, 0]---predictions: [0.52, 30, 104, 0]
name: hybrid_-20_40_-20_20_20_360_80_400---gt: [ True, 28, 150, 149]---predictions: [0.67, 29, 102, 149]
name: suv_-40_40_0_0_20_0_40_400---gt: [ True, 25, 119, 149]---predictions: [0.47, 28, 98, 149]
name: hatchback_-40_20_-20_20_20_280_60_400---gt: [ True, 19, 86, 74]---predictions: [0.53, 28, 102, 75]
name: hybrid_-40_40_-20_0_20_320_40_400---gt: [ True, 20, 105, 149]---predictions: [0.51, 28, 99, 149]
name: sedan2door_0_40_0_20_40_80_60_400---gt: [ False, 37, 101, 149]---predictions: [0.44, 31, 103, 149]
name: sedan4door_-20_40_-40_40_40_120_60_400---gt: [ True, 39, 76, 149]---predictions: [0.49, 31, 108, 149]
name: sedan2door_-40_0_0_20_40_0_40_450---gt: [ True, 28, 126, 0]---predictions: [0.62, 29, 87, 0]
name: sedan2door_0_20_-40_0_20_160_80_450---gt: [ False, 33, 77, 74]---predictions: [0.09, 29, 96, 75]
name: hatchback_-20_40_0_20_40_240_40_400---gt: [ True, 23, 61, 149]---predictions: [0.19, 29, 82, 149]
name: hatchback_-20_40_-40_0_20_280_40_400---gt: [ True, 21, 79, 149]---predictions: [0.53, 32, 94, 149]
name: hybrid_-40_40_-20_20_0_0_20_450---gt: [ True, 28, 92, 149]---predictions: [0.31, 29, 84, 149]
name: sedan4door_-40_20_-40_0_0_160_80_450---gt: [ True, 35, 64, 74]---predictions: [0.46, 29, 115, 75]
name: suv_-40_40_-20_20_40_40_60_450---gt: [ True, 34, 136, 149]---predictions: [0.25, 32, 110, 149]
name: sedan4door_0_0_-40_20_20_200_20_450---gt: [ False, 0, 0, 0]---predictions: [0.36, 0, 0, 0]
name: sedan4door_0_20_-20_40_0_200_60_450---gt: [ False, 29, 63, 74]---predictions: [0.31, 27, 95, 75]
name: hatchback_-40_40_0_40_40_320_40_450---gt: [ True, 20, 105, 149]---predictions: [0.52, 30, 103, 149]
name: suv_-40_40_-40_0_40_360_60_450---gt: [ True, 26, 141, 149]---predictions: [0.37, 28, 109, 149]
name: hybrid_-20_40_0_40_40_280_40_450---gt: [ True, 22, 90, 149]---predictions: [0.60, 29, 100, 149]
name: sedan2door_-40_40_0_20_40_40_80_400---gt: [ True, 37, 162, 149]---predictions: [0.30, 29, 111, 149]
name: hybrid_-40_40_-20_20_0_360_20_400---gt: [ True, 27, 88, 149]---predictions: [0.36, 29, 85, 149]
name: sedan4door_0_20_-20_0_40_240_80_450---gt: [ False, 25, 81, 74]---predictions: [0.40, 27, 103, 75]
name: hybrid_-40_0_-20_20_40_120_80_400---gt: [ True, 40, 84, 0]---predictions: [0.25, 29, 101, 0]
name: hatchback_-20_40_0_0_20_280_60_450---gt: [ True, 22, 92, 149]---predictions: [0.52, 28, 110, 149]
name: sedan2door_0_40_0_0_40_320_80_450---gt: [ False, 25, 127, 149]---predictions: [0.16, 29, 111, 149]
name: sedan4door_-40_40_-40_40_0_360_20_400---gt: [ True, 26, 94, 149]---predictions: [0.50, 30, 82, 149]
name: suv_-20_40_-40_20_20_280_40_450---gt: [ True, 21, 79, 149]---predictions: [0.51, 32, 98, 149]
name: sedan2door_-20_40_0_0_40_280_40_450---gt: [ True, 21, 93, 149]---predictions: [0.37, 29, 112, 149]
name: sedan4door_-40_0_-20_0_40_120_80_400---gt: [ True, 41, 87, 0]---predictions: [0.41, 30, 109, 0]
name: sedan4door_0_20_-20_20_0_320_20_400---gt: [ False, 24, 85, 74]---predictions: [0.66, 31, 85, 75]
name: hatchback_-20_0_0_40_0_200_80_400---gt: [ True, 29, 59, 0]---predictions: [0.21, 29, 91, 0]
name: sedan2door_-20_20_0_20_40_280_40_450---gt: [ True, 21, 93, 74]---predictions: [0.39, 29, 109, 75]
name: hybrid_0_40_0_40_40_160_80_450---gt: [ False, 33, 78, 149]---predictions: [0.04, 31, 104, 149]
name: hatchback_-40_0_-20_40_0_280_40_400---gt: [ True, 20, 84, 0]---predictions: [0.52, 29, 100, 0]
name: hatchback_0_0_-20_40_20_320_20_450---gt: [ False, 24, 88, 0]---predictions: [0.62, 32, 92, 0]
name: hybrid_-40_20_-40_20_0_120_20_400---gt: [ True, 0, 0, 74]---predictions: [0.25, 0, 0, 75]
name: sedan4door_-20_20_0_0_40_80_60_400---gt: [ True, 38, 105, 74]---predictions: [0.57, 32, 99, 75]
name: hybrid_0_20_-40_20_20_280_40_450---gt: [ False, 24, 81, 74]---predictions: [0.42, 27, 103, 75]
name: sedan4door_-20_0_0_20_20_240_20_400---gt: [ True, 0, 0, 0]---predictions: [0.57, 0, 0, 0]
name: hatchback_-40_40_0_40_0_320_60_400---gt: [ True, 18, 116, 149]---predictions: [0.42, 28, 105, 149]
name: hybrid_0_40_-40_40_40_160_60_450---gt: [ False, 0, 0, 149]---predictions: [0.16, 0, 0, 149]
name: hybrid_-40_20_-20_20_0_160_40_400---gt: [ True, 34, 51, 74]---predictions: [0.30, 28, 107, 75]
name: sedan4door_-20_40_0_40_0_0_60_400---gt: [ True, 27, 137, 149]---predictions: [0.51, 29, 99, 149]
name: hybrid_0_0_-40_0_20_160_20_450---gt: [ False, 0, 0, 0]---predictions: [0.41, 0, 0, 0]
name: suv_-40_0_-40_0_20_240_80_400---gt: [ True, 21, 56, 0]---predictions: [0.46, 26, 98, 0]
name: sedan4door_-40_40_-40_0_20_120_40_450---gt: [ True, 39, 74, 149]---predictions: [0.36, 31, 101, 149]
name: suv_-20_20_-20_40_40_160_20_450---gt: [ True, 0, 0, 74]---predictions: [0.41, 0, 0, 75]
name: suv_-20_20_-20_40_40_120_80_450---gt: [ True, 39, 92, 74]---predictions: [0.32, 30, 113, 75]
name: hybrid_0_0_-20_20_40_120_20_400---gt: [ False, 0, 0, 0]---predictions: [0.39, 0, 0, 0]
name: hybrid_0_20_0_20_0_360_40_450---gt: [ False, 28, 99, 74]---predictions: [0.34, 29, 108, 75]
name: sedan4door_-20_40_-40_20_40_160_60_400---gt: [ True, 34, 57, 149]---predictions: [0.53, 31, 102, 149]
name: hybrid_-20_40_-20_40_40_320_20_400---gt: [ True, 23, 83, 149]---predictions: [0.34, 28, 85, 149]
name: sedan2door_-40_0_0_0_0_280_60_400---gt: [ True, 18, 93, 0]---predictions: [0.36, 29, 107, 0]
name: hybrid_0_40_-20_20_0_200_20_400---gt: [ False, 30, 73, 149]---predictions: [0.17, 31, 85, 149]
name: suv_-20_40_-40_0_40_80_40_400---gt: [ True, 39, 89, 149]---predictions: [0.40, 31, 108, 149]
name: hatchback_-20_40_0_20_0_240_20_450---gt: [ True, 0, 0, 149]---predictions: [0.46, 0, 0, 149]
name: hybrid_-20_40_0_20_40_240_20_400---gt: [ True, 24, 66, 149]---predictions: [0.75, 29, 91, 149]
name: sedan4door_-20_0_-20_0_40_280_40_400---gt: [ True, 21, 87, 0]---predictions: [0.23, 28, 95, 0]
name: sedan2door_-20_0_-40_20_0_240_60_400---gt: [ True, 22, 71, 0]---predictions: [0.37, 28, 98, 0]
name: hatchback_-20_0_-20_40_0_120_40_450---gt: [ True, 37, 74, 0]---predictions: [0.22, 29, 108, 0]
name: suv_-40_40_-20_20_40_240_20_400---gt: [ True, 22, 58, 149]---predictions: [0.49, 30, 84, 149]
name: suv_-20_0_0_20_40_40_80_450---gt: [ True, 33, 147, 0]---predictions: [0.18, 29, 112, 0]
name: hybrid_0_40_-40_0_40_120_80_400---gt: [ False, 36, 91, 149]---predictions: [0.15, 30, 111, 149]
name: sedan2door_0_0_-20_40_20_120_20_400---gt: [ False, 0, 0, 0]---predictions: [0.18, 0, 0, 0]
name: hybrid_-40_20_-20_40_0_0_60_450---gt: [ True, 28, 136, 74]---predictions: [0.44, 29, 109, 75]
name: hatchback_0_20_-20_0_40_320_40_450---gt: [ False, 24, 98, 74]---predictions: [0.51, 31, 106, 75]
name: hatchback_0_40_-20_0_0_200_20_450---gt: [ False, 32, 82, 149]---predictions: [0.27, 31, 94, 149]
name: sedan2door_0_20_-40_20_20_360_60_450---gt: [ False, 28, 121, 74]---predictions: [0.51, 28, 97, 75]
name: suv_-40_40_0_40_0_200_60_450---gt: [ True, 29, 47, 149]---predictions: [0.36, 27, 107, 149]
name: hatchback_0_0_-40_40_20_0_20_450---gt: [ False, 27, 89, 0]---predictions: [0.31, 28, 83, 0]
name: suv_0_20_-20_20_40_320_40_450---gt: [ False, 23, 95, 74]---predictions: [0.13, 28, 89, 75]
name: hybrid_0_20_-40_40_40_120_80_400---gt: [ False, 36, 91, 74]---predictions: [0.16, 29, 103, 75]
name: sedan4door_-20_40_-40_40_40_280_40_400---gt: [ True, 21, 83, 149]---predictions: [0.27, 28, 91, 149]
name: suv_-40_0_-40_0_20_80_60_400---gt: [ True, 42, 109, 0]---predictions: [0.41, 31, 100, 0]
name: suv_-20_0_-20_40_20_80_80_450---gt: [ True, 38, 123, 0]---predictions: [0.43, 30, 113, 0]
name: sedan2door_-40_20_-20_0_0_160_40_400---gt: [ True, 34, 61, 74]---predictions: [0.22, 31, 104, 75]
name: sedan4door_-40_0_-40_40_40_80_80_400---gt: [ True, 41, 127, 0]---predictions: [0.35, 29, 103, 0]
name: hybrid_-20_20_-20_0_0_240_40_400---gt: [ True, 0, 0, 74]---predictions: [0.20, 0, 0, 75]
name: sedan2door_-20_0_0_0_40_240_80_400---gt: [ True, 22, 74, 0]---predictions: [0.43, 27, 103, 0]
name: sedan2door_0_20_-20_40_20_0_80_400---gt: [ False, 28, 143, 74]---predictions: [0.39, 32, 115, 75]
name: sedan4door_0_20_0_0_0_120_20_400---gt: [ False, 0, 0, 74]---predictions: [0.30, 0, 0, 75]
name: sedan4door_-20_40_0_0_0_240_80_450---gt: [ True, 24, 77, 149]---predictions: [0.40, 28, 100, 149]
name: hatchback_0_0_-20_20_20_280_60_450---gt: [ False, 23, 90, 0]---predictions: [0.44, 29, 104, 0]
name: hybrid_-40_0_0_20_40_360_40_450---gt: [ True, 28, 117, 0]---predictions: [0.48, 28, 100, 0]
name: hatchback_-40_20_0_40_40_360_80_400---gt: [ True, 25, 157, 74]---predictions: [0.23, 28, 98, 75]
name: sedan2door_-20_20_-40_40_40_120_40_400---gt: [ True, 38, 73, 74]---predictions: [0.05, 30, 107, 75]
name: hatchback_-20_0_-20_20_40_80_80_400---gt: [ True, 38, 125, 0]---predictions: [0.28, 28, 114, 0]
name: suv_-40_40_0_0_40_120_40_450---gt: [ True, 40, 70, 149]---predictions: [0.13, 30, 103, 149]
name: sedan4door_-40_40_-20_40_20_240_40_450---gt: [ True, 23, 69, 149]---predictions: [0.31, 27, 95, 149]
name: hybrid_-40_0_-40_20_0_240_60_400---gt: [ True, 22, 67, 0]---predictions: [0.31, 28, 93, 0]
name: hybrid_-40_20_-40_40_20_120_20_450---gt: [ True, 36, 68, 74]---predictions: [0.53, 29, 97, 75]
name: hybrid_0_0_-40_40_0_40_40_450---gt: [ False, 32, 100, 0]---predictions: [0.05, 28, 118, 0]
name: hatchback_-40_40_0_40_0_40_80_400---gt: [ True, 34, 163, 149]---predictions: [0.39, 28, 107, 149]
name: hatchback_-40_20_-40_40_20_320_40_450---gt: [ True, 20, 105, 74]---predictions: [0.61, 29, 100, 75]
name: hatchback_-40_20_-40_40_40_280_40_450---gt: [ True, 21, 86, 74]---predictions: [0.69, 30, 107, 75]
name: suv_-40_0_0_0_20_280_60_450---gt: [ True, 19, 87, 0]---predictions: [0.55, 28, 104, 0]
name: hybrid_-20_20_-20_40_40_280_20_450---gt: [ True, 22, 84, 74]---predictions: [0.51, 29, 94, 75]
name: hybrid_-40_20_0_40_40_0_40_450---gt: [ True, 28, 117, 74]---predictions: [0.50, 28, 105, 75]
name: suv_0_0_-20_20_0_280_40_400---gt: [ False, 21, 72, 0]---predictions: [0.37, 30, 96, 0]
name: sedan4door_-40_20_-40_0_20_120_80_450---gt: [ True, 40, 91, 74]---predictions: [0.34, 29, 108, 75]
name: hatchback_0_40_0_20_0_200_60_450---gt: [ False, 30, 62, 149]---predictions: [0.19, 30, 117, 149]
name: sedan2door_-20_40_-40_40_40_240_80_450---gt: [ True, 23, 79, 149]---predictions: [0.51, 27, 98, 149]
name: hybrid_-20_0_-40_40_40_360_20_400---gt: [ True, 28, 85, 0]---predictions: [0.07, 28, 84, 0]
name: sedan2door_-40_20_-20_0_20_200_40_450---gt: [ True, 0, 0, 74]---predictions: [0.46, 0, 0, 75]
name: hybrid_-20_0_0_20_40_280_80_400---gt: [ True, 20, 101, 0]---predictions: [0.22, 26, 99, 0]
name: sedan2door_-20_40_-40_0_20_160_80_450---gt: [ True, 33, 68, 149]---predictions: [0.43, 30, 98, 149]
name: sedan2door_-20_40_-40_40_0_280_20_450---gt: [ True, 21, 91, 149]---predictions: [0.16, 31, 92, 149]
name: sedan2door_0_20_0_20_40_320_40_450---gt: [ False, 25, 103, 74]---predictions: [0.47, 27, 104, 75]
name: hatchback_0_20_-40_0_20_240_60_400---gt: [ False, 26, 59, 74]---predictions: [0.26, 27, 92, 75]
name: suv_0_20_-40_0_20_320_40_400---gt: [ False, 22, 91, 74]---predictions: [0.16, 27, 85, 75]
name: hatchback_-20_0_-40_40_0_240_60_400---gt: [ True, 24, 65, 0]---predictions: [0.42, 28, 95, 0]
name: sedan4door_0_0_0_20_40_40_80_400---gt: [ False, 32, 137, 0]---predictions: [0.18, 26, 112, 0]
name: sedan4door_0_20_-40_0_40_200_40_450---gt: [ False, 0, 0, 74]---predictions: [0.42, 0, 0, 75]
name: suv_0_40_-20_0_40_280_40_400---gt: [ False, 21, 72, 149]---predictions: [0.48, 29, 101, 149]
name: sedan4door_-20_20_-20_20_40_280_40_450---gt: [ True, 22, 92, 74]---predictions: [0.56, 30, 98, 75]
name: hybrid_0_20_0_20_40_0_60_400---gt: [ False, 28, 116, 74]---predictions: [0.42, 28, 107, 75]
name: suv_-20_0_-40_20_40_40_60_400---gt: [ True, 34, 128, 0]---predictions: [0.12, 27, 107, 0]
name: suv_-20_0_0_20_0_160_80_400---gt: [ True, 36, 59, 0]---predictions: [0.44, 31, 94, 0]
name: sedan4door_0_20_-40_0_20_200_60_400---gt: [ False, 29, 56, 74]---predictions: [0.08, 28, 100, 75]
name: suv_-40_40_-40_0_40_0_60_450---gt: [ True, 26, 141, 149]---predictions: [0.36, 28, 109, 149]
name: sedan2door_0_40_0_0_20_360_60_400---gt: [ False, 28, 122, 149]---predictions: [0.59, 31, 96, 149]
name: hatchback_-20_40_-40_40_0_160_80_450---gt: [ True, 35, 74, 149]---predictions: [0.24, 30, 108, 149]
name: suv_0_20_-20_40_20_360_80_400---gt: [ False, 26, 146, 74]---predictions: [0.40, 31, 107, 75]
name: sedan4door_0_0_0_20_0_40_80_400---gt: [ False, 32, 137, 0]---predictions: [0.17, 26, 111, 0]
name: suv_-40_40_-40_0_20_200_80_450---gt: [ True, 29, 51, 149]---predictions: [0.31, 25, 106, 149]
name: sedan4door_-40_0_-40_0_0_280_40_400---gt: [ True, 19, 86, 0]---predictions: [0.35, 31, 87, 0]
name: sedan2door_0_20_-40_20_0_280_60_450---gt: [ False, 23, 96, 74]---predictions: [0.18, 28, 107, 75]
name: suv_-40_20_-40_40_40_120_60_450---gt: [ True, 40, 77, 74]---predictions: [0.35, 29, 105, 75]
name: suv_-40_20_-20_0_40_40_40_450---gt: [ True, 34, 110, 74]---predictions: [0.09, 28, 96, 75]
name: hatchback_-40_20_0_20_40_80_40_450---gt: [ True, 38, 98, 74]---predictions: [0.43, 30, 106, 75]
name: sedan4door_0_0_0_20_20_240_80_400---gt: [ False, 24, 77, 0]---predictions: [0.12, 29, 97, 0]
name: hatchback_0_20_-40_20_40_200_60_400---gt: [ False, 31, 53, 74]---predictions: [0.13, 30, 101, 75]
name: sedan4door_0_40_-40_40_0_280_40_400---gt: [ False, 22, 88, 149]---predictions: [0.26, 30, 94, 149]
