name: hatchback_-40_20_0_20_40_0_40_400---gt: [ True, -40, 94, 119]---predictions: [0.99, -41, 93, 119]
name: hatchback_-20_40_0_0_0_40_80_400---gt: [ True, -20, 125, 151]---predictions: [1.00, -22, 127, 151]
name: sedan2door_-20_0_0_0_0_320_60_450---gt: [ True, -20, 86, 122]---predictions: [1.00, -19, 83, 123]
name: sedan4door_-20_20_-20_0_40_320_40_450---gt: [ True, -20, 85, 107]---predictions: [1.00, -20, 78, 108]
name: hatchback_-20_20_-20_40_20_160_20_400---gt: [ False, -20, 128, 74]---predictions: [0.00, -20, 129, 75]
name: sedan4door_-20_0_0_20_40_0_60_450---gt: [ True, -20, 103, 133]---predictions: [1.00, -19, 101, 134]
name: hybrid_0_20_-40_0_40_360_20_450---gt: [ True, 0, 105, 87]---predictions: [1.00, 0, 101, 87]
name: suv_-20_20_-20_20_40_240_80_450---gt: [ True, -20, 88, 71]---predictions: [0.99, -21, 90, 71]
name: suv_-40_20_0_0_40_40_60_400---gt: [ True, -40, 134, 140]---predictions: [0.99, -43, 139, 141]
name: sedan2door_0_20_-20_20_40_360_40_400---gt: [ True, 0, 105, 104]---predictions: [1.00, 0, 104, 105]
name: hatchback_0_40_0_0_20_120_60_450---gt: [ True, 0, 137, 85]---predictions: [1.00, -1, 138, 85]
name: sedan2door_0_40_-20_0_0_360_40_450---gt: [ True, 0, 106, 105]---predictions: [1.00, 0, 102, 105]
name: sedan4door_-20_40_-40_0_40_80_40_450---gt: [ True, -20, 140, 96]---predictions: [1.00, -21, 144, 97]
name: sedan2door_-20_20_0_40_20_200_40_400---gt: [ False, -20, 114, 69]---predictions: [0.00, -20, 114, 70]
name: hybrid_0_40_0_40_0_80_60_400---gt: [ True, 0, 137, 96]---predictions: [1.00, -1, 139, 97]
name: hatchback_-20_40_-40_0_40_160_60_400---gt: [ True, -20, 131, 58]---predictions: [1.00, -16, 138, 58]
name: hatchback_-20_0_-20_0_0_280_80_450---gt: [ True, -20, 82, 97]---predictions: [1.00, -19, 75, 98]
name: sedan4door_-40_40_0_40_0_0_60_400---gt: [ True, -40, 99, 150]---predictions: [0.99, -41, 101, 151]
name: hybrid_0_40_-20_40_20_240_80_450---gt: [ True, 0, 94, 83]---predictions: [1.00, 0, 95, 84]
name: hybrid_0_40_0_0_40_320_20_450---gt: [ True, 0, 95, 86]---predictions: [1.00, 0, 96, 87]
name: sedan2door_0_20_0_40_20_360_40_450---gt: [ True, 0, 106, 105]---predictions: [1.00, 0, 101, 105]
name: hybrid_-20_20_0_40_40_160_60_450---gt: [ True, -20, 124, 62]---predictions: [1.00, -20, 122, 62]
name: sedan2door_-40_0_-20_0_40_280_60_450---gt: [ True, -40, 73, 96]---predictions: [0.96, -40, 74, 96]
name: sedan2door_-20_0_0_20_0_240_80_400---gt: [ True, -20, 82, 74]---predictions: [0.99, -19, 83, 75]
name: sedan4door_0_20_0_0_20_80_60_450---gt: [ True, 0, 136, 105]---predictions: [1.00, 0, 128, 105]
name: sedan4door_0_40_0_0_40_200_80_400---gt: [ True, 0, 109, 64]---predictions: [1.00, 0, 106, 64]
name: sedan4door_-20_40_-40_20_20_240_20_400---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: hybrid_0_40_-40_20_40_360_20_400---gt: [ True, 0, 104, 83]---predictions: [1.00, 0, 102, 83]
name: suv_-20_40_-20_0_0_200_80_450---gt: [ True, -20, 109, 59]---predictions: [0.99, -20, 107, 59]
name: suv_-40_0_0_0_40_280_40_400---gt: [ True, -40, 68, 78]---predictions: [1.00, -41, 54, 78]
name: sedan2door_-20_0_-40_20_0_160_80_400---gt: [ True, -20, 127, 62]---predictions: [1.00, -19, 130, 62]
name: hatchback_-20_0_0_40_40_160_40_450---gt: [ False, -20, 127, 64]---predictions: [0.00, -20, 128, 64]
name: suv_-20_0_0_20_0_360_60_400---gt: [ True, -20, 99, 136]---predictions: [1.00, -19, 99, 136]
name: hybrid_0_40_0_0_0_360_40_450---gt: [ True, 0, 105, 99]---predictions: [1.00, 0, 105, 100]
name: hybrid_-40_20_-40_0_20_280_80_400---gt: [ True, -40, 69, 100]---predictions: [0.99, -40, 72, 101]
name: sedan2door_-20_40_-20_0_40_0_80_400---gt: [ True, -20, 108, 157]---predictions: [0.99, -20, 103, 157]
name: hybrid_-40_40_0_0_20_80_80_400---gt: [ True, -40, 151, 121]---predictions: [0.99, -40, 153, 121]
name: suv_-20_20_0_20_40_240_20_400---gt: [ False, -20, 84, 57]---predictions: [0.00, -20, 84, 58]
name: sedan2door_0_20_-20_40_40_0_40_400---gt: [ True, 0, 105, 104]---predictions: [1.00, 0, 104, 105]
name: hybrid_-40_0_0_0_20_0_20_450---gt: [ True, -40, 104, 92]---predictions: [0.99, -41, 110, 92]
name: sedan2door_-20_0_-40_40_20_160_80_450---gt: [ True, -20, 125, 68]---predictions: [1.00, -20, 129, 69]
name: suv_-40_40_0_0_40_120_60_400---gt: [ True, -40, 158, 72]---predictions: [1.00, -40, 165, 72]
name: hybrid_-20_20_-40_40_20_320_20_450---gt: [ True, -20, 91, 88]---predictions: [1.00, -19, 88, 89]
name: sedan2door_-40_40_-40_20_40_200_20_400---gt: [ False, -40, 113, 79]---predictions: [0.00, -40, 113, 79]
name: hatchback_-20_20_-20_0_0_40_40_450---gt: [ True, -20, 122, 106]---predictions: [1.00, -20, 124, 107]
name: suv_-40_20_0_40_40_120_20_400---gt: [ False, -40, 150, 61]---predictions: [0.00, -40, 150, 61]
