name: sedan4door_0_15_-8_35_20_230_60_420---gt: [ True, 0, 97, 64]---predictions: [1.00, -1, 102, 65]
name: suv_-20_45_-30_10_15_80_60_420---gt: [ True, -20, 145, 104]---predictions: [0.99, -18, 145, 105]
name: sedan2door_0_15_-8_10_20_230_30_420---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan2door_-20_23_-8_10_20_230_30_420---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan2door_-20_45_-8_10_15_80_60_420---gt: [ True, -20, 145, 102]---predictions: [0.98, -16, 142, 103]
name: sedan2door_-40_45_-30_35_20_140_30_420---gt: [ False, -40, 142, 72]---predictions: [0.00, -40, 143, 72]
name: sedan2door_0_45_-8_10_20_20_60_420---gt: [ True, 0, 115, 122]---predictions: [1.00, -3, 107, 122]
name: suv_0_45_-30_35_20_140_60_420---gt: [ True, 0, 148, 75]---predictions: [0.97, -18, 126, 75]
name: sedan4door_-20_23_-8_35_20_140_60_420---gt: [ True, -20, 136, 67]---predictions: [0.83, -23, 127, 68]
name: hybrid_-40_15_-8_10_20_20_60_420---gt: [ True, -40, 119, 140]---predictions: [0.99, -31, 119, 140]
name: sedan4door_-20_45_-30_35_15_20_60_420---gt: [ True, -20, 115, 131]---predictions: [1.00, -27, 120, 132]
name: sedan4door_-20_15_-8_35_20_140_30_420---gt: [ False, -20, 133, 66]---predictions: [0.00, -20, 133, 66]
name: suv_-20_45_-8_10_20_20_60_420---gt: [ True, -20, 113, 132]---predictions: [1.00, -26, 121, 132]
name: hybrid_-20_23_-8_10_20_140_30_420---gt: [ False, -20, 129, 60]---predictions: [0.00, -20, 129, 60]
name: suv_-40_23_-8_35_15_230_30_420---gt: [ False, -40, 94, 64]---predictions: [0.00, -40, 95, 65]
name: sedan2door_-40_15_-30_10_20_20_30_420---gt: [ True, -40, 122, 111]---predictions: [0.99, -27, 127, 111]
name: suv_0_15_-30_35_20_20_30_420---gt: [ True, 0, 108, 91]---predictions: [1.00, -1, 94, 91]
name: hybrid_0_15_-30_10_15_230_60_420---gt: [ True, 0, 96, 64]---predictions: [0.97, -1, 107, 65]
name: sedan2door_0_45_-8_10_20_140_30_420---gt: [ False, 0, 140, 72]---predictions: [0.00, 0, 140, 72]
name: hatchback_-40_15_-8_10_15_80_60_420---gt: [ True, -40, 147, 110]---predictions: [1.00, -38, 153, 110]
name: hybrid_-20_23_-8_35_20_230_60_420---gt: [ True, -20, 93, 67]---predictions: [0.97, -13, 100, 68]
name: sedan4door_0_23_-30_35_20_140_60_420---gt: [ True, 0, 131, 70]---predictions: [0.96, -9, 123, 71]
name: hatchback_-20_15_-30_35_20_230_30_420---gt: [ False, -20, 99, 71]---predictions: [0.00, -20, 99, 72]
name: sedan4door_-40_45_-30_35_20_230_60_420---gt: [ True, -40, 89, 63]---predictions: [0.99, -34, 95, 64]
name: hatchback_0_23_-30_10_20_140_30_420---gt: [ False, 0, 144, 73]---predictions: [0.00, 0, 145, 73]
name: sedan4door_-20_23_-30_35_20_20_30_420---gt: [ True, -20, 114, 99]---predictions: [0.99, -22, 116, 100]
name: sedan4door_0_45_-8_35_15_230_60_420---gt: [ True, 0, 97, 64]---predictions: [1.00, -1, 100, 65]
name: sedan2door_-20_23_-8_35_15_20_30_420---gt: [ True, -20, 119, 101]---predictions: [1.00, -24, 129, 102]
name: suv_-20_23_-8_10_15_20_30_420---gt: [ True, -20, 112, 93]---predictions: [0.99, -19, 104, 94]
name: suv_-20_45_-30_10_15_230_60_420---gt: [ True, -20, 91, 56]---predictions: [1.00, -11, 93, 56]
name: hybrid_-20_23_-8_35_15_140_60_420---gt: [ True, -20, 133, 64]---predictions: [0.97, -25, 135, 64]
name: suv_-20_45_-8_10_15_20_30_420---gt: [ True, -20, 112, 93]---predictions: [0.99, -25, 102, 94]
name: suv_-40_45_-8_35_20_20_30_420---gt: [ True, -40, 114, 102]---predictions: [0.99, -32, 111, 102]
name: suv_-40_15_-8_10_20_80_30_420---gt: [ True, -40, 150, 86]---predictions: [0.99, -37, 153, 87]
name: sedan2door_-20_45_-8_10_20_140_30_420---gt: [ False, -20, 141, 72]---predictions: [0.00, -20, 142, 72]
name: hatchback_-40_45_-8_35_15_20_30_420---gt: [ True, -40, 112, 105]---predictions: [0.99, -29, 107, 105]
name: sedan4door_-40_15_-8_35_20_230_60_420---gt: [ True, -40, 89, 63]---predictions: [1.00, -35, 92, 64]
name: hatchback_-20_45_-8_10_15_140_60_420---gt: [ True, -20, 139, 69]---predictions: [0.97, -25, 128, 69]
name: hybrid_0_23_-30_35_20_20_30_420---gt: [ True, 0, 114, 92]---predictions: [1.00, 0, 125, 93]
name: suv_-40_45_-8_35_20_140_60_420---gt: [ True, -40, 148, 60]---predictions: [0.98, -34, 138, 60]
name: hatchback_-20_15_-30_35_15_230_60_420---gt: [ True, -20, 95, 63]---predictions: [1.00, -20, 102, 63]
name: suv_0_23_-8_35_15_140_60_420---gt: [ True, 0, 148, 75]---predictions: [0.96, -10, 127, 75]
name: sedan2door_0_45_-30_10_20_80_60_420---gt: [ True, 0, 139, 102]---predictions: [1.00, -1, 145, 102]
name: suv_0_23_-8_35_20_140_60_420---gt: [ True, 0, 148, 75]---predictions: [0.95, -10, 123, 75]
name: hatchback_-40_45_-30_10_20_80_30_420---gt: [ True, -40, 144, 91]---predictions: [0.98, -44, 147, 91]
name: hatchback_0_45_-8_35_20_230_60_420---gt: [ True, 0, 100, 62]---predictions: [1.00, -2, 108, 62]
name: sedan2door_-40_45_-30_35_15_140_30_420---gt: [ False, -40, 142, 72]---predictions: [0.00, -40, 143, 72]
name: sedan2door_0_45_-8_35_20_140_30_420---gt: [ False, 0, 140, 72]---predictions: [0.00, 0, 140, 72]
name: suv_-20_45_-8_35_15_20_60_420---gt: [ True, -20, 113, 132]---predictions: [1.00, -26, 123, 132]
name: sedan2door_0_23_-8_10_15_230_60_420---gt: [ True, 0, 101, 58]---predictions: [1.00, 0, 111, 59]
name: sedan4door_-20_45_-8_10_15_230_60_420---gt: [ True, -20, 92, 66]---predictions: [0.99, -19, 102, 67]
name: sedan4door_-40_23_-30_10_20_140_30_420---gt: [ False, -40, 139, 65]---predictions: [0.00, -40, 139, 65]
name: suv_-20_15_-30_35_15_80_60_420---gt: [ True, -20, 145, 104]---predictions: [0.99, -16, 145, 105]
name: suv_-40_45_-30_10_15_20_30_420---gt: [ True, -40, 114, 102]---predictions: [0.99, -32, 108, 102]
name: hybrid_-40_15_-8_35_15_230_60_420---gt: [ True, -40, 89, 65]---predictions: [0.97, -31, 100, 65]
name: sedan2door_-40_15_-30_35_20_230_60_420---gt: [ True, -40, 88, 64]---predictions: [1.00, -33, 92, 64]
name: sedan2door_-40_45_-8_35_15_140_60_420---gt: [ True, -40, 143, 70]---predictions: [0.98, -37, 137, 70]
name: hybrid_0_45_-30_10_20_230_60_420---gt: [ True, 0, 96, 64]---predictions: [0.97, -1, 115, 65]
name: sedan4door_0_45_-8_35_15_230_30_420---gt: [ False, 0, 106, 82]---predictions: [0.00, 0, 107, 82]
name: suv_0_15_-8_35_15_80_60_420---gt: [ True, 0, 142, 103]---predictions: [1.00, 0, 145, 103]
name: suv_0_45_-30_10_15_140_60_420---gt: [ True, 0, 148, 75]---predictions: [0.98, -19, 129, 75]
name: hybrid_-20_45_-30_35_15_20_30_420---gt: [ True, -20, 116, 94]---predictions: [0.99, -25, 130, 95]
name: hatchback_0_15_-8_10_15_20_60_420---gt: [ True, 0, 109, 119]---predictions: [1.00, -1, 99, 119]
name: hatchback_-20_45_-8_35_20_80_30_420---gt: [ True, -20, 139, 88]---predictions: [0.96, -30, 142, 88]
name: hatchback_-20_45_-8_10_15_20_60_420---gt: [ True, -20, 113, 127]---predictions: [1.00, -24, 115, 128]
name: sedan2door_0_23_-8_35_20_20_60_420---gt: [ True, 0, 115, 122]---predictions: [1.00, -3, 103, 122]
name: sedan2door_-40_45_-30_35_20_80_60_420---gt: [ True, -40, 152, 108]---predictions: [0.99, -38, 154, 108]
name: sedan2door_0_23_-30_35_20_80_60_420---gt: [ True, 0, 139, 102]---predictions: [1.00, 0, 138, 102]
name: hybrid_0_15_-30_35_15_140_60_420---gt: [ True, 0, 129, 69]---predictions: [0.99, -2, 127, 69]
name: sedan4door_-40_45_-30_35_15_80_60_420---gt: [ True, -40, 150, 112]---predictions: [0.99, -41, 155, 112]
name: hatchback_0_23_-8_35_15_20_30_420---gt: [ True, 0, 108, 95]---predictions: [0.99, 0, 118, 95]
name: hatchback_0_15_-8_35_15_20_30_420---gt: [ True, 0, 108, 95]---predictions: [0.99, 0, 116, 95]
name: hatchback_-40_23_-8_35_15_20_30_420---gt: [ True, -40, 112, 105]---predictions: [0.99, -27, 108, 105]
name: hybrid_-40_23_-8_10_20_230_30_420---gt: [ False, -40, 88, 70]---predictions: [0.00, -40, 88, 70]
name: sedan4door_0_23_-8_10_15_140_30_420---gt: [ False, 0, 141, 74]---predictions: [0.00, 0, 141, 74]
name: sedan4door_-20_45_-30_35_15_80_30_420---gt: [ True, -20, 142, 89]---predictions: [0.99, -24, 137, 90]
name: sedan2door_-40_23_-30_35_20_230_30_420---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan2door_-40_45_-8_35_15_80_60_420---gt: [ True, -40, 152, 108]---predictions: [0.99, -39, 154, 108]
name: sedan2door_-40_45_-8_35_20_140_30_420---gt: [ False, -40, 142, 72]---predictions: [0.00, -40, 143, 72]
name: suv_0_23_-8_10_20_80_60_420---gt: [ True, 0, 142, 103]---predictions: [1.00, 0, 152, 103]
name: hatchback_-40_45_-30_35_20_80_30_420---gt: [ True, -40, 144, 91]---predictions: [0.97, -44, 148, 91]
name: sedan4door_0_45_-30_35_15_80_30_420---gt: [ True, 0, 136, 83]---predictions: [0.99, -9, 133, 84]
name: sedan2door_0_15_-8_10_20_140_30_420---gt: [ False, 0, 140, 72]---predictions: [0.00, 0, 140, 72]
name: hatchback_0_45_-8_35_20_80_60_420---gt: [ True, 0, 138, 104]---predictions: [1.00, -1, 141, 104]
name: hatchback_-40_45_-30_10_20_230_30_420---gt: [ False, -40, 96, 70]---predictions: [0.00, -40, 96, 71]
name: hatchback_-20_45_-8_10_20_230_60_420---gt: [ True, -20, 95, 63]---predictions: [1.00, -11, 103, 63]
name: sedan2door_-40_23_-8_35_20_20_60_420---gt: [ True, -40, 123, 149]---predictions: [1.00, -34, 114, 149]
name: sedan4door_-40_45_-30_35_20_80_30_420---gt: [ True, -40, 148, 92]---predictions: [0.99, -45, 147, 93]
name: hatchback_0_15_-8_10_20_230_30_420---gt: [ False, 0, 107, 80]---predictions: [0.00, 0, 107, 81]
name: sedan2door_0_45_-30_35_15_20_60_420---gt: [ True, 0, 115, 122]---predictions: [1.00, -3, 108, 122]
name: hybrid_-20_15_-30_35_20_80_60_420---gt: [ True, -20, 142, 99]---predictions: [1.00, -15, 138, 99]
name: suv_-40_23_-8_10_15_20_30_420---gt: [ True, -40, 114, 102]---predictions: [0.99, -32, 108, 102]
name: sedan4door_-40_45_-8_35_20_80_60_420---gt: [ True, -40, 150, 112]---predictions: [0.99, -41, 157, 112]
name: sedan4door_0_15_-30_10_15_20_30_420---gt: [ True, 0, 109, 97]---predictions: [1.00, -1, 115, 97]
name: suv_-20_15_-30_35_20_80_60_420---gt: [ True, -20, 145, 104]---predictions: [0.99, -15, 144, 105]
name: sedan2door_-20_45_-30_10_15_20_60_420---gt: [ True, -20, 121, 132]---predictions: [1.00, -27, 127, 133]
name: hybrid_-20_23_-8_35_20_20_30_420---gt: [ True, -20, 116, 94]---predictions: [0.99, -20, 131, 95]
name: sedan4door_-40_23_-8_35_20_80_60_420---gt: [ True, -40, 150, 112]---predictions: [0.99, -40, 159, 112]
name: hatchback_-40_45_-30_10_20_140_60_420---gt: [ True, -40, 145, 66]---predictions: [0.98, -32, 139, 66]
name: hatchback_-40_45_-30_10_20_140_30_420---gt: [ False, -40, 141, 65]---predictions: [0.00, -40, 141, 66]
name: hybrid_0_15_-8_35_20_20_60_420---gt: [ True, 0, 114, 116]---predictions: [1.00, 0, 102, 117]
name: suv_0_23_-30_10_20_80_30_420---gt: [ True, 0, 140, 77]---predictions: [0.99, -9, 139, 77]
name: sedan2door_0_23_-30_10_15_80_30_420---gt: [ True, 0, 137, 84]---predictions: [1.00, -4, 133, 84]
name: hybrid_-40_45_-8_10_20_230_60_420---gt: [ True, -40, 89, 65]---predictions: [0.95, -31, 106, 65]
name: hybrid_-20_23_-8_35_20_140_30_420---gt: [ False, -20, 129, 60]---predictions: [0.00, -20, 129, 60]
name: hatchback_-40_15_-8_35_15_20_30_420---gt: [ True, -40, 112, 105]---predictions: [0.99, -28, 107, 105]
name: sedan4door_-20_45_-8_35_15_230_30_420---gt: [ False, -20, 96, 72]---predictions: [0.00, -20, 97, 72]
name: suv_-40_23_-8_10_20_230_60_420---gt: [ True, -40, 88, 55]---predictions: [1.00, -24, 91, 55]
name: hatchback_0_23_-30_10_15_230_60_420---gt: [ True, 0, 100, 62]---predictions: [1.00, -6, 102, 62]
name: sedan2door_-20_23_-30_10_15_80_60_420---gt: [ True, -20, 145, 102]---predictions: [0.98, -16, 141, 103]
name: sedan4door_-20_23_-8_35_15_230_30_420---gt: [ False, -20, 96, 72]---predictions: [0.00, -20, 97, 72]
name: sedan4door_-20_45_-8_10_15_140_60_420---gt: [ True, -20, 136, 67]---predictions: [0.89, -27, 133, 68]
name: hybrid_0_15_-8_10_20_80_60_420---gt: [ True, 0, 135, 97]---predictions: [1.00, -1, 144, 98]
name: hatchback_-40_23_-30_35_15_80_60_420---gt: [ True, -40, 147, 110]---predictions: [1.00, -38, 155, 110]
name: hybrid_0_15_-30_10_20_230_60_420---gt: [ True, 0, 96, 64]---predictions: [0.95, -1, 111, 65]
name: hatchback_0_15_-30_35_15_140_30_420---gt: [ False, 0, 144, 73]---predictions: [0.00, 0, 145, 73]
name: hatchback_0_45_-30_35_20_140_30_420---gt: [ False, 0, 144, 73]---predictions: [0.00, 0, 145, 73]
name: hybrid_-20_15_-30_10_20_20_30_420---gt: [ True, -20, 116, 94]---predictions: [0.99, -23, 129, 95]
name: sedan2door_-20_23_-30_35_20_80_30_420---gt: [ True, -20, 143, 90]---predictions: [1.00, -20, 143, 90]
name: suv_-40_23_-8_10_15_80_30_420---gt: [ True, -40, 150, 86]---predictions: [0.99, -39, 155, 87]
name: suv_0_23_-30_35_20_80_60_420---gt: [ True, 0, 142, 103]---predictions: [1.00, -1, 156, 103]
name: sedan4door_-40_15_-30_35_15_20_30_420---gt: [ True, -40, 116, 109]---predictions: [0.99, -27, 114, 109]
name: sedan4door_-40_15_-30_10_15_140_60_420---gt: [ True, -40, 144, 65]---predictions: [0.98, -39, 139, 66]
name: sedan2door_-40_15_-30_10_20_230_60_420---gt: [ True, -40, 88, 64]---predictions: [1.00, -33, 91, 64]
name: hybrid_-40_15_-8_10_15_20_60_420---gt: [ True, -40, 119, 140]---predictions: [0.99, -31, 118, 140]
name: suv_-20_23_-8_10_20_80_30_420---gt: [ True, -20, 144, 84]---predictions: [0.99, -20, 146, 84]
name: suv_-20_23_-30_35_20_230_60_420---gt: [ True, -20, 91, 56]---predictions: [1.00, -12, 96, 56]
name: hybrid_0_23_-8_35_20_20_30_420---gt: [ True, 0, 114, 92]---predictions: [1.00, 0, 125, 93]
name: sedan2door_-20_15_-8_10_15_20_60_420---gt: [ True, -20, 121, 132]---predictions: [1.00, -28, 124, 133]
name: sedan4door_0_45_-8_10_20_80_30_420---gt: [ True, 0, 136, 83]---predictions: [1.00, -2, 135, 84]
name: sedan4door_-20_23_-8_35_15_20_30_420---gt: [ True, -20, 114, 99]---predictions: [0.99, -22, 118, 100]
name: hatchback_-20_23_-30_10_20_140_60_420---gt: [ True, -20, 139, 69]---predictions: [0.98, -23, 137, 69]
name: hatchback_-40_45_-8_35_20_20_30_420---gt: [ True, -40, 112, 105]---predictions: [0.99, -29, 108, 105]
name: sedan4door_-40_23_-8_10_20_140_30_420---gt: [ False, -40, 139, 65]---predictions: [0.00, -40, 139, 65]
name: sedan4door_0_45_-30_10_20_230_60_420---gt: [ True, 0, 97, 64]---predictions: [1.00, -1, 104, 65]
name: hybrid_-20_15_-8_35_20_140_30_420---gt: [ False, -20, 129, 60]---predictions: [0.00, -20, 129, 60]
name: sedan4door_-20_23_-8_10_20_80_60_420---gt: [ True, -20, 143, 106]---predictions: [0.99, -17, 142, 106]
name: hatchback_-20_23_-30_10_15_230_30_420---gt: [ False, -20, 98, 71]---predictions: [0.00, -20, 98, 72]
name: suv_0_23_-8_35_20_230_60_420---gt: [ True, 0, 102, 49]---predictions: [1.00, 0, 98, 49]
name: sedan2door_-40_15_-30_10_15_20_60_420---gt: [ True, -40, 123, 149]---predictions: [1.00, -35, 115, 149]
