name: hatchback_-20_40_-20_20_20_240_80_400---gt: [ True, 23, 69, 149]---predictions: [0.30, 24, 68, 149]
name: sedan4door_0_20_-40_40_20_0_40_400---gt: [ False, 26, 101, 74]---predictions: [0.03, 27, 108, 75]
name: hatchback_-20_20_-20_0_20_200_60_450---gt: [ True, 29, 61, 74]---predictions: [0.40, 31, 72, 75]
name: hybrid_-40_40_-20_40_20_80_20_450---gt: [ True, 38, 87, 149]---predictions: [0.88, 36, 86, 149]
name: sedan2door_-20_20_-40_40_40_200_20_400---gt: [ True, 0, 0, 74]---predictions: [0.39, 0, 0, 75]
name: hatchback_-20_0_-20_20_40_0_80_400---gt: [ True, 26, 149, 0]---predictions: [0.29, 27, 138, 0]
name: hatchback_-40_40_-20_20_0_40_20_400---gt: [ True, 34, 88, 149]---predictions: [0.54, 35, 86, 149]
name: suv_-40_40_0_40_20_160_40_450---gt: [ True, 35, 56, 149]---predictions: [0.74, 35, 53, 149]
name: sedan4door_-40_0_0_20_20_0_20_450---gt: [ True, 27, 97, 0]---predictions: [0.70, 27, 101, 0]
name: sedan4door_-40_0_-40_20_20_200_80_450---gt: [ True, 29, 58, 0]---predictions: [0.70, 29, 70, 0]
name: sedan4door_0_20_-20_40_20_360_40_400---gt: [ False, 26, 101, 74]---predictions: [0.04, 27, 106, 75]
name: sedan4door_-20_40_-20_20_40_280_20_400---gt: [ True, 21, 82, 149]---predictions: [0.23, 23, 71, 149]
name: sedan2door_0_20_-20_40_20_200_20_400---gt: [ False, 0, 0, 74]---predictions: [0.29, 0, 0, 75]
name: hybrid_0_0_-40_20_40_0_60_400---gt: [ False, 28, 116, 0]---predictions: [0.05, 29, 120, 0]
name: hatchback_-40_0_0_20_20_240_60_400---gt: [ True, 23, 64, 0]---predictions: [0.72, 24, 55, 0]
name: hybrid_-20_40_-20_40_20_280_80_400---gt: [ True, 20, 101, 149]---predictions: [0.44, 18, 104, 149]
name: sedan4door_-20_0_-40_40_20_80_60_450---gt: [ True, 37, 107, 0]---predictions: [0.26, 36, 111, 0]
name: sedan4door_-20_0_0_20_40_320_60_450---gt: [ True, 22, 120, 0]---predictions: [0.26, 21, 126, 0]
name: sedan4door_0_20_-40_0_40_360_40_450---gt: [ False, 27, 103, 74]---predictions: [0.06, 26, 103, 75]
name: hybrid_-40_40_-20_20_0_240_20_400---gt: [ True, 0, 0, 149]---predictions: [0.33, 0, 0, 149]
name: hatchback_0_40_-20_40_40_120_40_450---gt: [ False, 38, 83, 149]---predictions: [0.09, 37, 80, 149]
name: suv_0_20_0_0_40_280_20_400---gt: [ False, 0, 0, 74]---predictions: [0.58, 0, 0, 75]
name: hybrid_0_20_-20_0_20_360_20_450---gt: [ False, 28, 87, 74]---predictions: [0.05, 26, 88, 75]
name: hatchback_-40_40_0_0_40_200_20_450---gt: [ True, 31, 80, 149]---predictions: [0.26, 32, 75, 149]
name: hybrid_0_0_-20_20_0_360_20_400---gt: [ False, 27, 83, 0]---predictions: [0.05, 25, 80, 0]
name: hatchback_0_0_-40_0_20_120_40_450---gt: [ False, 38, 83, 0]---predictions: [0.05, 38, 76, 0]
name: sedan4door_-40_20_-40_20_40_40_60_450---gt: [ True, 34, 135, 74]---predictions: [0.68, 33, 136, 75]
name: sedan4door_-40_20_-20_20_40_200_80_400---gt: [ True, 28, 49, 74]---predictions: [0.67, 29, 59, 75]
name: sedan2door_0_40_-20_40_0_160_80_400---gt: [ False, 33, 72, 149]---predictions: [0.04, 34, 69, 149]
name: hatchback_0_40_-40_40_0_160_40_450---gt: [ False, 0, 0, 149]---predictions: [0.36, 0, 0, 149]
name: hatchback_-40_40_-40_40_40_200_60_400---gt: [ True, 29, 48, 149]---predictions: [0.67, 28, 51, 149]
name: sedan4door_-40_20_-20_40_40_360_40_450---gt: [ True, 27, 124, 74]---predictions: [0.68, 26, 115, 75]
name: sedan2door_0_20_0_0_20_160_40_400---gt: [ False, 0, 0, 74]---predictions: [0.19, 0, 0, 75]
name: hatchback_-40_0_-40_40_0_160_40_450---gt: [ True, 35, 63, 0]---predictions: [0.75, 36, 66, 0]
name: sedan2door_-20_20_0_40_20_40_40_450---gt: [ True, 34, 109, 74]---predictions: [0.37, 33, 125, 75]
name: hatchback_-20_40_-20_40_0_240_40_400---gt: [ True, 23, 61, 149]---predictions: [0.36, 23, 70, 149]
name: hybrid_0_0_-20_0_0_200_40_400---gt: [ False, 0, 0, 0]---predictions: [0.15, 0, 0, 0]
name: sedan4door_-40_20_0_40_20_0_60_450---gt: [ True, 27, 145, 74]---predictions: [0.72, 28, 142, 75]
name: sedan2door_-20_40_-20_40_20_120_80_450---gt: [ True, 38, 88, 149]---predictions: [0.35, 38, 95, 149]
name: suv_-40_20_0_40_0_360_60_450---gt: [ True, 26, 141, 74]---predictions: [0.62, 27, 132, 75]
name: suv_-40_40_0_20_0_360_80_450---gt: [ True, 26, 158, 149]---predictions: [0.71, 28, 158, 149]
name: suv_-40_40_-20_20_40_0_60_400---gt: [ True, 25, 147, 149]---predictions: [0.73, 31, 146, 149]
name: hatchback_-20_20_-20_40_40_120_20_450---gt: [ True, 37, 72, 74]---predictions: [0.30, 38, 73, 75]
name: suv_0_0_0_40_20_0_80_400---gt: [ False, 26, 146, 0]---predictions: [0.08, 26, 153, 0]
name: suv_-20_20_-40_0_40_40_80_400---gt: [ True, 34, 154, 74]---predictions: [0.29, 30, 145, 75]
name: hybrid_-20_20_-40_20_0_0_60_450---gt: [ True, 28, 128, 74]---predictions: [0.33, 28, 131, 75]
name: suv_-20_20_0_0_0_280_60_450---gt: [ True, 21, 90, 74]---predictions: [0.30, 19, 94, 75]
name: hybrid_-20_20_0_40_20_80_40_450---gt: [ True, 37, 92, 74]---predictions: [0.29, 37, 83, 75]
name: hybrid_-20_0_0_0_20_80_20_400---gt: [ True, 37, 82, 0]---predictions: [0.26, 33, 82, 0]
name: suv_0_0_-20_40_40_120_80_400---gt: [ False, 39, 97, 0]---predictions: [0.05, 40, 97, 0]
name: suv_-20_40_-20_0_20_160_40_400---gt: [ True, 34, 49, 149]---predictions: [0.38, 32, 49, 149]
name: sedan2door_-20_20_-20_40_20_200_80_400---gt: [ True, 28, 57, 74]---predictions: [0.29, 30, 57, 75]
name: sedan4door_-40_40_-20_20_20_0_20_450---gt: [ True, 27, 97, 149]---predictions: [0.79, 29, 101, 149]
name: hatchback_0_40_0_20_20_0_40_450---gt: [ False, 27, 101, 149]---predictions: [0.06, 30, 99, 149]
name: hatchback_0_0_-20_20_20_320_20_400---gt: [ False, 23, 84, 0]---predictions: [0.03, 25, 81, 0]
name: hybrid_-20_20_-20_20_40_120_20_450---gt: [ True, 0, 0, 74]---predictions: [0.49, 0, 0, 75]
name: hatchback_-40_40_-40_40_0_200_60_400---gt: [ True, 29, 48, 149]---predictions: [0.62, 28, 53, 149]
name: sedan2door_-20_40_-20_0_40_280_60_400---gt: [ True, 20, 97, 149]---predictions: [0.34, 19, 93, 149]
name: sedan2door_0_0_0_40_0_0_80_450---gt: [ False, 28, 138, 0]---predictions: [0.05, 29, 139, 0]
name: hybrid_0_40_0_40_0_280_20_400---gt: [ False, 0, 0, 149]---predictions: [0.05, 0, 0, 149]
name: hatchback_-40_0_-40_20_0_280_80_400---gt: [ True, 19, 92, 0]---predictions: [0.68, 20, 99, 0]
name: sedan4door_-20_40_0_20_40_40_60_450---gt: [ True, 33, 126, 149]---predictions: [0.30, 33, 129, 149]
name: suv_-40_20_-40_0_20_280_80_400---gt: [ True, 16, 92, 74]---predictions: [0.71, 18, 90, 75]
name: hatchback_-40_40_0_20_40_280_80_450---gt: [ True, 20, 94, 149]---predictions: [0.68, 22, 97, 149]
name: sedan2door_0_20_-20_0_0_240_40_400---gt: [ False, 0, 0, 74]---predictions: [0.44, 0, 0, 75]
name: suv_-20_40_-40_40_40_80_80_450---gt: [ True, 38, 123, 149]---predictions: [0.29, 40, 124, 149]
name: suv_-20_40_-20_20_20_200_40_450---gt: [ True, 29, 64, 149]---predictions: [0.23, 30, 63, 149]
name: sedan4door_-40_0_-20_40_0_280_40_450---gt: [ True, 20, 91, 0]---predictions: [0.69, 19, 83, 0]
name: hatchback_-20_20_-40_20_20_280_60_450---gt: [ True, 22, 91, 74]---predictions: [0.32, 25, 95, 75]
name: hybrid_-20_40_-20_40_0_320_80_400---gt: [ True, 22, 132, 149]---predictions: [0.33, 23, 135, 149]
name: hatchback_-40_40_-40_0_0_280_60_400---gt: [ True, 19, 86, 149]---predictions: [0.59, 21, 93, 149]
name: hybrid_-40_20_-20_0_20_280_80_450---gt: [ True, 20, 102, 74]---predictions: [0.75, 20, 102, 75]
name: sedan4door_0_0_-40_20_0_160_40_400---gt: [ False, 0, 0, 0]---predictions: [0.20, 0, 0, 0]
name: sedan2door_0_0_0_0_40_320_80_400---gt: [ False, 24, 130, 0]---predictions: [0.08, 22, 125, 0]
name: hatchback_-40_0_-20_20_0_80_80_450---gt: [ True, 38, 128, 0]---predictions: [0.76, 37, 130, 0]
name: sedan2door_-20_40_-40_0_40_360_60_400---gt: [ True, 28, 139, 149]---predictions: [0.36, 30, 134, 149]
name: sedan4door_0_0_0_20_40_240_80_400---gt: [ False, 24, 77, 0]---predictions: [0.05, 25, 74, 0]
name: hatchback_-40_40_-40_40_20_200_60_400---gt: [ True, 29, 48, 149]---predictions: [0.65, 29, 56, 149]
name: sedan4door_0_0_-40_20_40_200_60_400---gt: [ False, 29, 56, 0]---predictions: [0.07, 30, 51, 0]
name: hybrid_0_0_-20_20_20_40_60_450---gt: [ False, 32, 113, 0]---predictions: [0.07, 34, 124, 0]
name: hatchback_-40_20_-20_0_20_120_60_450---gt: [ True, 39, 82, 74]---predictions: [0.73, 36, 72, 75]
name: suv_0_40_-40_40_0_40_40_450---gt: [ False, 32, 102, 149]---predictions: [0.07, 31, 117, 149]
name: sedan2door_0_20_-40_0_20_0_60_400---gt: [ False, 28, 122, 74]---predictions: [0.07, 30, 128, 75]
name: hatchback_-20_0_-20_0_0_80_40_450---gt: [ True, 36, 94, 0]---predictions: [0.13, 33, 83, 0]
name: hatchback_0_40_0_0_40_120_20_400---gt: [ False, 39, 73, 149]---predictions: [0.07, 40, 51, 149]
name: sedan2door_-20_40_-40_20_40_320_20_400---gt: [ True, 22, 90, 149]---predictions: [0.39, 24, 91, 149]
name: sedan4door_0_0_-20_20_20_120_20_400---gt: [ False, 0, 0, 0]---predictions: [0.23, 0, 0, 0]
name: suv_-40_40_-40_20_0_360_80_450---gt: [ True, 26, 158, 149]---predictions: [0.67, 26, 156, 149]
name: sedan2door_0_20_0_20_0_360_80_400---gt: [ False, 28, 143, 74]---predictions: [0.06, 26, 144, 75]
name: suv_-40_20_0_20_0_40_60_400---gt: [ True, 36, 140, 74]---predictions: [0.72, 37, 154, 75]
name: sedan2door_0_0_-20_40_0_80_20_450---gt: [ False, 36, 82, 0]---predictions: [0.06, 33, 95, 0]
name: suv_-40_40_0_0_40_360_20_450---gt: [ True, 26, 89, 149]---predictions: [0.72, 27, 92, 149]
name: hatchback_-40_40_-20_40_40_360_60_400---gt: [ True, 25, 140, 149]---predictions: [0.61, 26, 146, 149]
name: hybrid_-40_20_0_40_40_320_40_400---gt: [ True, 20, 105, 74]---predictions: [0.74, 22, 108, 75]
name: hatchback_0_0_-20_40_20_240_20_400---gt: [ False, 0, 0, 0]---predictions: [0.17, 0, 0, 0]
name: sedan2door_-20_40_-40_40_20_0_40_400---gt: [ True, 28, 116, 149]---predictions: [0.45, 27, 98, 149]
name: suv_-40_0_-20_40_20_280_80_400---gt: [ True, 16, 92, 0]---predictions: [0.72, 19, 96, 0]
name: sedan2door_-40_0_0_0_20_320_60_450---gt: [ True, 20, 126, 0]---predictions: [0.73, 22, 139, 0]
name: suv_-20_20_-20_20_20_160_80_450---gt: [ True, 35, 67, 74]---predictions: [0.37, 33, 59, 75]
name: sedan2door_-40_0_-40_20_0_320_60_400---gt: [ True, 18, 130, 0]---predictions: [0.78, 19, 125, 0]
name: sedan4door_0_20_-20_0_40_200_80_400---gt: [ False, 29, 64, 74]---predictions: [0.06, 30, 68, 75]
name: hatchback_-20_40_0_0_40_240_40_450---gt: [ True, 24, 68, 149]---predictions: [0.46, 23, 71, 149]
name: hatchback_-20_20_-20_40_40_40_60_400---gt: [ True, 33, 125, 74]---predictions: [0.27, 32, 123, 75]
name: sedan4door_0_0_0_0_40_0_80_450---gt: [ False, 27, 137, 0]---predictions: [0.07, 26, 139, 0]
name: hatchback_-20_0_-20_0_40_40_60_400---gt: [ True, 33, 125, 0]---predictions: [0.31, 33, 109, 0]
name: hybrid_0_0_-40_0_0_200_60_450---gt: [ False, 0, 0, 0]---predictions: [0.17, 0, 0, 0]
