name: hybrid_-50_45_-4_35_15_140_60_420---gt: [ True, 49, 142, 61]---predictions: [0.87, 32, 103, 61]
name: sedan4door_-30_45_-22_35_15_80_30_420---gt: [ True, 30, 145, 91]---predictions: [0.82, 29, 70, 91]
name: suv_-50_45_-22_35_15_20_30_420---gt: [ True, 49, 114, 106]---predictions: [0.91, 13, 108, 106]
name: sedan2door_-30_45_-36_10_15_230_30_420---gt: [ False, 30, 0, 0]---predictions: [0.45, 12, 75, 0]
name: sedan4door_-50_15_-22_10_20_20_30_420---gt: [ True, 49, 116, 114]---predictions: [0.91, 8, 119, 114]
name: hatchback_-17_45_-36_10_20_80_60_420---gt: [ True, 16, 140, 105]---predictions: [0.81, 25, 142, 105]
name: sedan2door_-17_15_-22_10_15_230_60_420---gt: [ True, 16, 90, 70]---predictions: [0.81, 8, 82, 70]
name: sedan2door_-17_45_-36_35_20_140_30_420---gt: [ False, 16, 0, 0]---predictions: [0.67, 18, 88, 0]
name: sedan4door_-30_15_-22_10_20_140_30_420---gt: [ False, 30, 136, 65]---predictions: [0.53, 21, 88, 66]
name: hybrid_-17_15_-4_35_15_20_60_420---gt: [ True, 16, 117, 124]---predictions: [0.90, 17, 108, 124]
name: hatchback_-30_45_-22_10_15_20_30_420---gt: [ True, 30, 112, 101]---predictions: [0.85, 14, 107, 101]
name: sedan2door_-50_15_-36_10_20_20_60_420---gt: [ True, 49, 122, 157]---predictions: [0.89, 17, 124, 157]
name: sedan2door_-17_45_-4_10_15_230_30_420---gt: [ False, 16, 0, 0]---predictions: [0.45, 12, 80, 0]
name: sedan4door_-30_45_-4_10_15_80_30_420---gt: [ True, 30, 145, 91]---predictions: [0.84, 27, 87, 91]
name: sedan4door_-30_45_-22_35_15_80_60_420---gt: [ True, 30, 147, 108]---predictions: [0.88, 25, 99, 109]
name: hatchback_-30_15_-22_35_15_140_60_420---gt: [ True, 30, 142, 67]---predictions: [0.90, 17, 112, 68]
name: sedan4door_-17_15_-36_10_15_20_60_420---gt: [ True, 16, 114, 130]---predictions: [0.92, 20, 145, 130]
name: hybrid_-30_45_-36_35_15_140_30_420---gt: [ False, 30, 131, 60]---predictions: [0.70, 11, 106, 60]
name: suv_-30_15_-22_35_20_20_60_420---gt: [ True, 30, 114, 140]---predictions: [0.93, 23, 90, 141]
name: hatchback_-30_15_-36_10_20_20_60_420---gt: [ True, 30, 113, 135]---predictions: [0.90, 25, 108, 135]
name: hatchback_-17_15_-4_35_20_230_30_420---gt: [ False, 16, 99, 72]---predictions: [0.47, 8, 63, 72]
name: hybrid_-17_15_-4_10_20_20_60_420---gt: [ True, 16, 117, 124]---predictions: [0.91, 19, 104, 124]
name: suv_-17_15_-22_35_15_80_30_420---gt: [ True, 16, 143, 84]---predictions: [0.84, 18, 112, 84]
name: hybrid_-17_15_-36_10_20_80_30_420---gt: [ True, 16, 138, 86]---predictions: [0.67, 22, 94, 86]
name: sedan4door_-17_15_-4_35_20_80_60_420---gt: [ True, 16, 142, 105]---predictions: [0.86, 26, 106, 106]
name: hatchback_-50_15_-22_35_20_230_30_420---gt: [ False, 49, 96, 70]---predictions: [0.43, 10, 66, 70]
name: hatchback_-30_45_-22_10_20_140_60_420---gt: [ True, 30, 142, 67]---predictions: [0.87, 19, 137, 68]
name: hybrid_-30_15_-36_10_20_20_30_420---gt: [ True, 30, 117, 98]---predictions: [0.87, 8, 138, 98]
name: sedan2door_-17_15_-4_35_20_230_60_420---gt: [ True, 16, 90, 70]---predictions: [0.81, 8, 80, 70]
name: hybrid_-50_15_-4_10_20_80_60_420---gt: [ True, 49, 152, 108]---predictions: [0.87, 20, 126, 108]
name: hatchback_-17_15_-22_10_20_20_30_420---gt: [ True, 16, 111, 97]---predictions: [0.85, 13, 125, 97]
name: sedan2door_-50_15_-22_10_20_140_60_420---gt: [ True, 49, 146, 63]---predictions: [0.81, 22, 127, 64]
name: sedan2door_-30_45_-4_35_20_230_60_420---gt: [ True, 30, 88, 67]---predictions: [0.90, 12, 88, 67]
name: hybrid_-30_45_-4_10_15_80_60_420---gt: [ True, 30, 145, 102]---predictions: [0.86, 25, 110, 102]
name: hatchback_-50_45_-22_35_15_20_60_420---gt: [ True, 49, 111, 146]---predictions: [0.89, 34, 104, 147]
name: hatchback_-30_15_-36_35_20_20_60_420---gt: [ True, 30, 113, 135]---predictions: [0.90, 26, 96, 135]
name: hatchback_-50_15_-36_35_20_230_60_420---gt: [ True, 49, 93, 61]---predictions: [0.67, 24, 71, 61]
name: sedan4door_-50_15_-4_35_15_230_60_420---gt: [ True, 49, 89, 60]---predictions: [0.80, 16, 75, 60]
name: hatchback_-30_45_-36_10_15_140_30_420---gt: [ False, 30, 138, 65]---predictions: [0.56, 17, 115, 65]
name: sedan4door_-30_45_-4_10_20_140_60_420---gt: [ True, 30, 140, 66]---predictions: [0.83, 23, 135, 67]
name: sedan4door_-30_15_-36_35_15_140_30_420---gt: [ False, 30, 136, 65]---predictions: [0.52, 25, 81, 66]
name: sedan4door_-30_15_-36_10_20_230_60_420---gt: [ True, 30, 91, 66]---predictions: [0.78, 15, 73, 66]
name: hatchback_-17_45_-36_10_20_230_30_420---gt: [ False, 16, 98, 71]---predictions: [0.39, 10, 77, 72]
name: hybrid_-50_45_-36_35_20_80_30_420---gt: [ True, 49, 149, 89]---predictions: [0.76, 23, 117, 90]
name: hatchback_-30_15_-22_10_15_20_30_420---gt: [ True, 30, 112, 101]---predictions: [0.86, 13, 125, 101]
name: suv_-30_45_-4_10_20_20_30_420---gt: [ True, 30, 114, 97]---predictions: [0.88, 13, 120, 98]
name: sedan4door_-17_45_-4_10_20_20_60_420---gt: [ True, 16, 114, 130]---predictions: [0.91, 24, 136, 130]
name: hybrid_-17_15_-22_35_15_80_60_420---gt: [ True, 16, 141, 98]---predictions: [0.89, 18, 102, 98]
name: sedan2door_-50_15_-4_10_20_80_30_420---gt: [ True, 49, 155, 94]---predictions: [0.85, 20, 103, 94]
name: sedan2door_-50_15_-22_10_20_20_30_420---gt: [ True, 49, 123, 115]---predictions: [0.89, 18, 120, 116]
name: hatchback_-30_45_-36_10_20_20_30_420---gt: [ True, 30, 112, 101]---predictions: [0.83, 15, 102, 101]
name: sedan4door_-17_15_-36_35_15_20_30_420---gt: [ True, 16, 113, 99]---predictions: [0.85, 7, 130, 99]
name: hybrid_-50_15_-22_35_15_80_30_420---gt: [ True, 49, 149, 89]---predictions: [0.67, 21, 96, 90]
name: sedan4door_-50_45_-4_35_20_20_30_420---gt: [ True, 49, 116, 114]---predictions: [0.84, 9, 113, 114]
name: suv_-50_45_-22_35_15_140_30_420---gt: [ False, 49, 145, 59]---predictions: [0.65, 17, 105, 59]
name: hatchback_-17_15_-22_10_15_80_30_420---gt: [ True, 16, 139, 87]---predictions: [0.66, 20, 90, 88]
name: sedan2door_-50_15_-4_35_20_80_60_420---gt: [ True, 49, 157, 112]---predictions: [0.85, 20, 127, 112]
name: hatchback_-50_15_-36_35_15_20_60_420---gt: [ True, 49, 111, 146]---predictions: [0.90, 29, 102, 147]
name: hatchback_-30_15_-22_10_20_230_60_420---gt: [ True, 30, 94, 63]---predictions: [0.56, 16, 73, 63]
name: sedan2door_-50_15_-4_35_15_140_60_420---gt: [ True, 49, 146, 63]---predictions: [0.81, 22, 124, 64]
name: sedan4door_-30_15_-4_10_15_140_30_420---gt: [ False, 30, 136, 65]---predictions: [0.61, 21, 88, 66]
name: hatchback_-17_15_-36_10_15_230_30_420---gt: [ False, 16, 98, 71]---predictions: [0.39, 8, 94, 72]
name: hybrid_-17_45_-4_35_20_230_30_420---gt: [ False, 16, 89, 70]---predictions: [0.31, 11, 62, 71]
name: suv_-30_45_-4_10_20_230_30_420---gt: [ False, 30, 107, 74]---predictions: [0.52, 12, 74, 74]
name: sedan4door_-50_15_-4_35_20_20_60_420---gt: [ True, 49, 116, 155]---predictions: [0.91, 24, 130, 156]
name: sedan2door_-30_15_-36_10_20_140_60_420---gt: [ True, 30, 140, 70]---predictions: [0.84, 18, 149, 71]
name: sedan4door_-30_15_-4_10_15_20_60_420---gt: [ True, 30, 116, 140]---predictions: [0.90, 19, 136, 140]
name: suv_-50_45_-4_35_20_20_30_420---gt: [ True, 49, 114, 106]---predictions: [0.87, 13, 111, 106]
name: hatchback_-30_45_-36_10_15_140_60_420---gt: [ True, 30, 142, 67]---predictions: [0.88, 20, 140, 68]
name: hybrid_-50_45_-22_35_15_80_60_420---gt: [ True, 49, 152, 108]---predictions: [0.87, 22, 126, 108]
name: hatchback_-17_45_-36_10_15_20_60_420---gt: [ True, 16, 112, 126]---predictions: [0.92, 28, 125, 126]
name: suv_-17_15_-36_10_20_230_30_420---gt: [ False, 16, 107, 74]---predictions: [0.53, 13, 80, 74]
name: hybrid_-30_15_-22_35_20_80_60_420---gt: [ True, 30, 145, 102]---predictions: [0.86, 20, 113, 102]
name: sedan4door_-17_15_-4_35_20_20_30_420---gt: [ True, 16, 113, 99]---predictions: [0.81, 7, 130, 99]
name: sedan2door_-30_45_-36_35_15_230_30_420---gt: [ False, 30, 0, 0]---predictions: [0.45, 11, 74, 0]
name: hybrid_-50_45_-22_35_20_20_60_420---gt: [ True, 49, 119, 145]---predictions: [0.94, 24, 119, 145]
name: sedan4door_-30_15_-4_35_20_20_30_420---gt: [ True, 30, 115, 104]---predictions: [0.85, 7, 123, 104]
name: sedan4door_-17_45_-4_35_20_140_30_420---gt: [ False, 16, 132, 66]---predictions: [0.63, 25, 94, 66]
name: hybrid_-17_45_-36_10_15_80_30_420---gt: [ True, 16, 138, 86]---predictions: [0.73, 23, 106, 86]
name: sedan4door_-50_15_-36_35_20_80_30_420---gt: [ True, 49, 151, 94]---predictions: [0.85, 27, 85, 94]
name: sedan2door_-50_45_-4_10_20_140_30_420---gt: [ False, 49, 142, 70]---predictions: [0.70, 17, 97, 71]
name: sedan4door_-17_45_-36_35_20_80_60_420---gt: [ True, 16, 142, 105]---predictions: [0.89, 26, 111, 106]
name: hatchback_-17_45_-22_10_15_140_30_420---gt: [ False, 16, 135, 65]---predictions: [0.59, 17, 102, 66]
name: suv_-30_45_-22_10_15_230_30_420---gt: [ False, 30, 107, 74]---predictions: [0.52, 12, 77, 74]
name: sedan4door_-17_45_-22_35_15_140_30_420---gt: [ False, 16, 132, 66]---predictions: [0.60, 25, 101, 66]
name: suv_-50_45_-36_10_20_230_60_420---gt: [ True, 49, 88, 52]---predictions: [0.85, 19, 66, 52]
name: hatchback_-50_15_-4_10_15_230_60_420---gt: [ True, 49, 93, 61]---predictions: [0.68, 17, 69, 61]
name: sedan4door_-30_45_-4_10_20_20_30_420---gt: [ True, 30, 115, 104]---predictions: [0.84, 10, 111, 104]
name: sedan4door_-17_45_-36_10_15_20_60_420---gt: [ True, 16, 114, 130]---predictions: [0.94, 21, 142, 130]
name: suv_-17_15_-36_10_15_230_60_420---gt: [ True, 16, 91, 56]---predictions: [0.67, 14, 63, 56]
name: sedan2door_-50_45_-4_10_20_20_60_420---gt: [ True, 49, 122, 157]---predictions: [0.91, 18, 123, 157]
name: sedan2door_-30_45_-4_35_20_20_30_420---gt: [ True, 30, 121, 106]---predictions: [0.88, 18, 117, 106]
name: hybrid_-17_15_-4_35_15_230_60_420---gt: [ True, 16, 93, 67]---predictions: [0.61, 10, 70, 68]
name: suv_-30_45_-36_35_20_80_30_420---gt: [ True, 30, 147, 85]---predictions: [0.83, 17, 102, 86]
name: sedan2door_-30_15_-36_35_20_230_60_420---gt: [ True, 30, 88, 67]---predictions: [0.83, 9, 84, 67]
name: suv_-17_45_-22_35_20_80_30_420---gt: [ True, 16, 143, 84]---predictions: [0.84, 17, 102, 84]
name: sedan2door_-17_45_-4_35_20_230_60_420---gt: [ True, 16, 90, 70]---predictions: [0.88, 12, 86, 70]
name: hybrid_-17_15_-22_10_15_230_30_420---gt: [ False, 16, 89, 70]---predictions: [0.30, 11, 66, 71]
name: suv_-17_45_-22_35_20_20_60_420---gt: [ True, 16, 113, 130]---predictions: [0.94, 23, 89, 130]
name: hatchback_-17_15_-4_35_15_140_30_420---gt: [ False, 16, 135, 65]---predictions: [0.54, 20, 103, 66]
name: suv_-17_45_-22_10_20_140_60_420---gt: [ True, 16, 140, 62]---predictions: [0.79, 15, 102, 62]
name: sedan4door_-30_15_-4_35_15_230_30_420---gt: [ False, 30, 95, 71]---predictions: [0.48, 7, 77, 72]
name: suv_-30_15_-36_35_20_80_30_420---gt: [ True, 30, 147, 85]---predictions: [0.84, 16, 109, 86]
name: sedan4door_-17_45_-36_10_20_230_60_420---gt: [ True, 16, 93, 65]---predictions: [0.80, 18, 75, 66]
name: suv_-50_15_-4_10_20_140_60_420---gt: [ True, 49, 151, 60]---predictions: [0.80, 21, 98, 60]
name: sedan4door_-17_15_-4_10_15_140_30_420---gt: [ False, 16, 132, 66]---predictions: [0.58, 18, 98, 66]
name: hybrid_-30_45_-4_10_15_140_30_420---gt: [ False, 30, 131, 60]---predictions: [0.69, 12, 107, 60]
name: sedan2door_-17_15_-36_35_15_80_60_420---gt: [ True, 16, 144, 102]---predictions: [0.83, 22, 106, 102]
name: suv_-30_15_-4_35_15_230_30_420---gt: [ False, 30, 107, 74]---predictions: [0.52, 11, 84, 74]
name: hybrid_-17_15_-22_35_15_80_30_420---gt: [ True, 16, 138, 86]---predictions: [0.66, 21, 90, 86]
name: suv_-30_15_-36_10_15_140_60_420---gt: [ True, 30, 144, 60]---predictions: [0.74, 21, 112, 61]
name: sedan4door_-17_15_-36_35_20_80_60_420---gt: [ True, 16, 142, 105]---predictions: [0.89, 26, 118, 106]
name: suv_-50_15_-36_10_15_230_60_420---gt: [ True, 49, 88, 52]---predictions: [0.78, 18, 64, 52]
name: sedan2door_-17_45_-36_35_15_230_60_420---gt: [ True, 16, 90, 70]---predictions: [0.88, 12, 89, 70]
name: hybrid_-30_15_-22_10_15_230_60_420---gt: [ True, 30, 91, 67]---predictions: [0.58, 12, 68, 67]
name: hybrid_-30_15_-22_10_15_80_30_420---gt: [ True, 30, 142, 87]---predictions: [0.70, 20, 90, 88]
name: hatchback_-50_45_-4_35_20_20_30_420---gt: [ True, 49, 111, 109]---predictions: [0.83, 15, 106, 109]
name: sedan4door_-50_45_-4_10_20_230_30_420---gt: [ False, 49, 93, 69]---predictions: [0.39, 10, 64, 70]
name: sedan4door_-50_15_-22_10_15_80_60_420---gt: [ True, 49, 154, 115]---predictions: [0.90, 22, 124, 115]
name: hybrid_-17_45_-22_35_15_230_60_420---gt: [ True, 16, 93, 67]---predictions: [0.69, 16, 58, 68]
name: sedan4door_-17_45_-22_35_15_80_60_420---gt: [ True, 16, 142, 105]---predictions: [0.88, 27, 101, 106]
name: sedan4door_-30_45_-4_35_20_140_60_420---gt: [ True, 30, 140, 66]---predictions: [0.82, 24, 127, 67]
name: hatchback_-50_15_-36_10_20_20_60_420---gt: [ True, 49, 111, 146]---predictions: [0.91, 28, 109, 147]
name: suv_-17_45_-22_10_15_140_60_420---gt: [ True, 16, 140, 62]---predictions: [0.77, 16, 101, 62]
name: hybrid_-17_15_-22_10_15_20_60_420---gt: [ True, 16, 117, 124]---predictions: [0.90, 17, 109, 124]
name: hatchback_-17_45_-22_35_20_80_30_420---gt: [ True, 16, 139, 87]---predictions: [0.72, 21, 89, 88]
name: hatchback_-17_45_-4_10_20_140_30_420---gt: [ False, 16, 135, 65]---predictions: [0.60, 18, 99, 66]
name: sedan2door_-50_45_-22_35_15_20_60_420---gt: [ True, 49, 122, 157]---predictions: [0.92, 16, 126, 157]
name: suv_-30_45_-4_10_15_20_30_420---gt: [ True, 30, 114, 97]---predictions: [0.89, 13, 125, 98]
name: sedan4door_-30_45_-4_35_15_20_60_420---gt: [ True, 30, 116, 140]---predictions: [0.92, 19, 125, 140]
name: sedan4door_-50_15_-22_10_15_230_60_420---gt: [ True, 49, 89, 60]---predictions: [0.81, 15, 73, 60]
name: sedan2door_-17_15_-36_35_20_230_60_420---gt: [ True, 16, 90, 70]---predictions: [0.81, 8, 80, 70]
name: hybrid_-17_15_-22_10_15_140_30_420---gt: [ False, 16, 128, 60]---predictions: [0.66, 18, 121, 60]
name: hatchback_-17_15_-36_10_15_20_30_420---gt: [ True, 16, 111, 97]---predictions: [0.85, 15, 130, 97]
name: sedan4door_-17_15_-4_10_20_20_30_420---gt: [ True, 16, 113, 99]---predictions: [0.86, 7, 122, 99]
name: sedan2door_-17_45_-36_10_20_80_30_420---gt: [ True, 16, 142, 89]---predictions: [0.89, 15, 110, 89]
name: suv_-17_15_-36_10_20_80_60_420---gt: [ True, 16, 144, 104]---predictions: [0.86, 24, 93, 104]
name: sedan4door_-50_45_-36_10_15_140_30_420---gt: [ False, 49, 142, 65]---predictions: [0.55, 27, 103, 66]
name: hatchback_-30_45_-22_10_15_140_60_420---gt: [ True, 30, 142, 67]---predictions: [0.88, 19, 135, 68]
name: hybrid_-17_15_-22_10_15_80_60_420---gt: [ True, 16, 141, 98]---predictions: [0.88, 18, 102, 98]
name: hatchback_-30_45_-22_10_15_140_30_420---gt: [ False, 30, 138, 65]---predictions: [0.56, 17, 114, 65]
name: hybrid_-17_45_-4_35_20_20_60_420---gt: [ True, 16, 117, 124]---predictions: [0.93, 19, 116, 124]
name: sedan2door_-30_15_-4_10_20_80_60_420---gt: [ True, 30, 149, 104]---predictions: [0.84, 23, 111, 105]
name: suv_-17_15_-36_35_15_230_60_420---gt: [ True, 16, 91, 56]---predictions: [0.68, 15, 79, 56]
name: hatchback_-17_45_-36_35_15_140_30_420---gt: [ False, 16, 135, 65]---predictions: [0.60, 14, 103, 66]
name: hybrid_-17_45_-4_35_20_230_60_420---gt: [ True, 16, 93, 67]---predictions: [0.63, 16, 54, 68]
name: hatchback_-50_15_-4_35_15_20_30_420---gt: [ True, 49, 111, 109]---predictions: [0.85, 14, 116, 109]
name: sedan4door_-30_45_-4_35_15_20_30_420---gt: [ True, 30, 115, 104]---predictions: [0.84, 9, 115, 104]
name: sedan4door_-50_45_-4_35_15_80_30_420---gt: [ True, 49, 151, 94]---predictions: [0.84, 31, 97, 94]
name: suv_-17_15_-22_35_20_230_60_420---gt: [ True, 16, 91, 56]---predictions: [0.65, 13, 76, 56]
name: hatchback_-50_45_-4_35_15_230_30_420---gt: [ False, 49, 96, 70]---predictions: [0.38, 14, 71, 70]
name: hatchback_-17_15_-22_10_15_80_60_420---gt: [ True, 16, 140, 105]---predictions: [0.82, 25, 125, 105]
name: hybrid_-30_45_-36_35_20_80_60_420---gt: [ True, 30, 145, 102]---predictions: [0.86, 23, 117, 102]
name: suv_-50_45_-4_35_15_20_30_420---gt: [ True, 49, 114, 106]---predictions: [0.88, 13, 109, 106]
name: hatchback_-17_45_-4_35_15_230_60_420---gt: [ True, 16, 96, 63]---predictions: [0.63, 13, 74, 63]
name: hatchback_-50_15_-4_35_20_80_60_420---gt: [ True, 49, 150, 113]---predictions: [0.80, 23, 118, 113]
name: suv_-30_15_-4_10_20_230_30_420---gt: [ False, 30, 107, 74]---predictions: [0.54, 13, 81, 74]
name: hybrid_-30_45_-22_10_15_230_60_420---gt: [ True, 30, 91, 67]---predictions: [0.67, 17, 56, 67]
name: hatchback_-30_15_-22_35_20_20_60_420---gt: [ True, 30, 113, 135]---predictions: [0.88, 25, 96, 135]
name: hybrid_-30_15_-36_35_20_20_30_420---gt: [ True, 30, 117, 98]---predictions: [0.87, 8, 138, 98]
name: suv_-30_45_-36_10_20_140_30_420---gt: [ False, 30, 138, 59]---predictions: [0.61, 17, 100, 59]
name: suv_-30_15_-4_10_15_230_60_420---gt: [ True, 30, 89, 56]---predictions: [0.73, 15, 60, 56]
name: hybrid_-30_15_-4_35_20_80_60_420---gt: [ True, 30, 145, 102]---predictions: [0.86, 19, 113, 102]
name: hybrid_-17_15_-22_10_15_20_30_420---gt: [ True, 16, 116, 94]---predictions: [0.86, 8, 140, 95]
name: sedan4door_-30_15_-22_35_20_140_30_420---gt: [ False, 30, 136, 65]---predictions: [0.51, 25, 83, 66]
name: suv_-30_45_-36_10_20_140_60_420---gt: [ True, 30, 144, 60]---predictions: [0.79, 21, 108, 61]
name: suv_-30_45_-22_10_20_20_60_420---gt: [ True, 30, 114, 140]---predictions: [0.96, 19, 79, 141]
name: sedan2door_-30_45_-4_35_20_140_30_420---gt: [ False, 30, 141, 72]---predictions: [0.68, 18, 90, 72]
name: hatchback_-50_15_-22_35_15_140_30_420---gt: [ False, 49, 143, 65]---predictions: [0.50, 20, 116, 65]
name: sedan2door_-17_15_-36_35_15_20_30_420---gt: [ True, 16, 118, 101]---predictions: [0.84, 13, 147, 101]
name: suv_-50_45_-4_10_20_20_60_420---gt: [ True, 49, 114, 154]---predictions: [0.95, 23, 76, 154]
name: sedan4door_-17_45_-36_35_15_230_60_420---gt: [ True, 16, 93, 65]---predictions: [0.79, 17, 78, 66]
name: sedan2door_-50_45_-4_10_15_140_30_420---gt: [ False, 49, 142, 70]---predictions: [0.67, 17, 93, 71]
name: hybrid_-17_15_-22_35_20_140_30_420---gt: [ False, 16, 128, 60]---predictions: [0.66, 18, 120, 60]
name: sedan4door_-50_15_-36_10_15_20_60_420---gt: [ True, 49, 116, 155]---predictions: [0.91, 22, 140, 156]
name: sedan4door_-30_15_-36_35_15_230_30_420---gt: [ False, 30, 95, 71]---predictions: [0.45, 7, 75, 72]
name: sedan4door_-17_15_-22_35_15_230_60_420---gt: [ True, 16, 93, 66]---predictions: [0.70, 12, 88, 67]
name: hybrid_-30_45_-36_10_20_80_30_420---gt: [ True, 30, 142, 87]---predictions: [0.76, 22, 109, 88]
name: sedan4door_-30_15_-22_35_20_230_60_420---gt: [ True, 30, 91, 66]---predictions: [0.76, 16, 75, 66]
name: hatchback_-17_15_-36_10_15_80_30_420---gt: [ True, 16, 139, 87]---predictions: [0.65, 20, 84, 88]
name: sedan4door_-50_15_-22_10_15_140_30_420---gt: [ False, 49, 142, 65]---predictions: [0.53, 21, 103, 66]
name: sedan4door_-50_45_-36_35_20_140_60_420---gt: [ True, 49, 148, 64]---predictions: [0.79, 22, 109, 65]
name: sedan4door_-50_15_-4_10_15_140_60_420---gt: [ True, 49, 148, 64]---predictions: [0.84, 17, 117, 65]
name: sedan4door_-50_45_-36_35_20_140_30_420---gt: [ False, 49, 142, 65]---predictions: [0.62, 29, 104, 66]
name: suv_-30_45_-22_10_15_80_30_420---gt: [ True, 30, 147, 85]---predictions: [0.81, 20, 108, 86]
name: suv_-30_45_-36_10_20_230_60_420---gt: [ True, 30, 89, 55]---predictions: [0.80, 18, 60, 56]
name: suv_-30_15_-36_10_20_140_30_420---gt: [ False, 30, 138, 59]---predictions: [0.51, 20, 100, 59]
name: hybrid_-50_45_-4_10_15_80_60_420---gt: [ True, 49, 152, 108]---predictions: [0.87, 22, 126, 108]
name: sedan2door_-30_15_-4_35_15_80_30_420---gt: [ True, 30, 147, 91]---predictions: [0.83, 19, 105, 91]
name: hybrid_-30_45_-4_35_20_230_60_420---gt: [ True, 30, 91, 67]---predictions: [0.62, 17, 52, 67]
name: suv_-30_15_-4_10_15_140_60_420---gt: [ True, 30, 144, 60]---predictions: [0.76, 21, 110, 61]
name: suv_-50_45_-22_10_15_230_60_420---gt: [ True, 49, 88, 52]---predictions: [0.85, 18, 63, 52]
name: hatchback_-17_15_-4_35_15_230_30_420---gt: [ False, 16, 99, 72]---predictions: [0.43, 9, 64, 72]
name: sedan2door_-17_45_-36_10_15_140_30_420---gt: [ False, 16, 0, 0]---predictions: [0.67, 17, 82, 0]
name: hatchback_-17_15_-22_35_15_140_60_420---gt: [ True, 16, 138, 69]---predictions: [0.89, 15, 97, 70]
name: sedan2door_-30_15_-22_10_15_230_30_420---gt: [ False, 30, 0, 0]---predictions: [0.41, 12, 79, 0]
name: hatchback_-30_45_-36_10_15_20_60_420---gt: [ True, 30, 113, 135]---predictions: [0.92, 31, 113, 135]
name: suv_-30_45_-4_35_20_20_30_420---gt: [ True, 30, 114, 97]---predictions: [0.86, 12, 116, 98]
name: hatchback_-50_45_-22_10_20_20_60_420---gt: [ True, 49, 111, 146]---predictions: [0.90, 35, 111, 147]
name: sedan2door_-17_45_-36_10_15_80_30_420---gt: [ True, 16, 142, 89]---predictions: [0.89, 15, 108, 89]
name: hybrid_-30_45_-36_10_20_80_60_420---gt: [ True, 30, 145, 102]---predictions: [0.86, 23, 118, 102]
name: sedan2door_-17_45_-22_35_20_140_30_420---gt: [ False, 16, 0, 0]---predictions: [0.67, 18, 87, 0]
name: sedan4door_-17_45_-4_35_20_80_60_420---gt: [ True, 16, 142, 105]---predictions: [0.89, 25, 101, 106]
name: suv_-50_15_-22_35_15_230_60_420---gt: [ True, 49, 88, 52]---predictions: [0.77, 17, 77, 52]
name: hatchback_-17_15_-4_10_20_80_30_420---gt: [ True, 16, 139, 87]---predictions: [0.69, 21, 89, 88]
name: hybrid_-50_45_-22_35_20_80_30_420---gt: [ True, 49, 149, 89]---predictions: [0.75, 23, 115, 90]
name: suv_-50_45_-4_10_15_80_30_420---gt: [ True, 49, 154, 88]---predictions: [0.88, 20, 104, 88]
name: sedan2door_-30_45_-22_10_20_80_30_420---gt: [ True, 30, 147, 91]---predictions: [0.89, 15, 114, 91]
name: sedan2door_-30_15_-22_10_20_20_60_420---gt: [ True, 30, 122, 141]---predictions: [0.88, 15, 127, 141]
name: suv_-50_15_-4_35_20_20_60_420---gt: [ True, 49, 114, 154]---predictions: [0.93, 28, 89, 154]
