name: hatchback_0_20_-20_40_40_40_20_400---gt: [ True, 0, 118, 88]---predictions: [1.00, 3, 120, 88]
name: hybrid_-20_40_0_0_40_0_80_400---gt: [ True, 20, 106, 150]---predictions: [1.00, 22, 111, 150]
name: sedan2door_-40_40_-20_20_0_200_60_400---gt: [ True, 40, 106, 52]---predictions: [0.99, 45, 106, 53]
name: sedan4door_-20_20_-20_20_0_240_60_450---gt: [ True, 20, 90, 75]---predictions: [0.99, 17, 94, 75]
name: hatchback_-20_40_-40_0_40_240_80_400---gt: [ True, 20, 89, 69]---predictions: [1.00, 14, 94, 69]
name: sedan2door_-20_20_0_0_40_360_40_400---gt: [ True, 20, 107, 116]---predictions: [1.00, 24, 108, 116]
name: sedan2door_-20_40_-40_0_40_360_80_400---gt: [ True, 20, 108, 157]---predictions: [0.99, 22, 107, 157]
name: sedan2door_0_0_-20_20_0_200_20_400---gt: [ False, 0, 0, 0]---predictions: [0.01, 0, 0, 0]
name: hatchback_0_40_-20_0_20_40_20_450---gt: [ True, 0, 117, 91]---predictions: [0.99, 3, 123, 91]
name: hatchback_-20_40_-40_0_0_320_40_450---gt: [ True, 20, 84, 102]---predictions: [0.99, 22, 80, 103]
name: sedan4door_-40_20_-20_0_20_360_40_450---gt: [ True, 40, 101, 124]---predictions: [0.99, 45, 94, 125]
name: suv_0_20_-40_20_20_240_60_450---gt: [ True, 0, 98, 56]---predictions: [0.99, 6, 82, 56]
name: hatchback_-40_20_-40_0_0_320_80_400---gt: [ True, 40, 71, 133]---predictions: [0.98, 44, 62, 133]
name: sedan4door_0_40_-40_20_40_320_80_400---gt: [ True, 0, 88, 125]---predictions: [0.99, 8, 81, 126]
name: suv_-40_20_0_0_0_200_20_450---gt: [ False, 40, 118, 75]---predictions: [0.01, 40, 118, 75]
name: sedan2door_0_0_-40_40_40_240_20_450---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: suv_-40_0_-20_20_0_80_40_450---gt: [ True, 40, 148, 96]---predictions: [0.99, 49, 157, 96]
name: suv_-20_40_-20_20_0_360_20_400---gt: [ True, 20, 98, 80]---predictions: [1.00, 16, 101, 81]
name: hybrid_0_20_-20_40_20_80_80_450---gt: [ True, 0, 133, 114]---predictions: [0.97, 3, 139, 114]
name: suv_0_20_-40_40_20_120_80_400---gt: [ True, 0, 146, 97]---predictions: [1.00, 6, 145, 97]
name: sedan2door_-20_40_0_20_40_320_60_450---gt: [ True, 20, 86, 122]---predictions: [0.99, 22, 78, 123]
name: sedan4door_-40_20_0_20_40_40_20_450---gt: [ True, 40, 128, 93]---predictions: [1.00, 46, 132, 94]
name: suv_0_40_-40_40_40_320_40_450---gt: [ True, 0, 88, 95]---predictions: [1.00, 6, 65, 95]
name: sedan2door_-20_0_0_20_20_160_40_400---gt: [ False, 20, 0, 0]---predictions: [0.02, 20, 0, 0]
name: suv_0_20_-20_20_40_120_20_400---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: hybrid_0_20_-20_20_20_360_20_400---gt: [ True, 0, 104, 83]---predictions: [1.00, 2, 98, 83]
name: suv_0_0_0_20_40_240_40_400---gt: [ False, 0, 0, 0]---predictions: [0.02, 0, 0, 0]
name: sedan2door_-40_40_0_40_0_40_60_450---gt: [ True, 40, 135, 135]---predictions: [1.00, 44, 132, 135]
name: sedan4door_-20_20_0_40_0_80_20_450---gt: [ True, 20, 139, 88]---predictions: [0.99, 24, 155, 88]
name: hybrid_-20_20_0_40_0_160_80_400---gt: [ True, 20, 127, 63]---predictions: [1.00, 17, 134, 64]
name: hybrid_-40_20_-40_40_40_200_80_400---gt: [ True, 40, 105, 51]---predictions: [1.00, 43, 107, 52]
name: hybrid_-20_20_-20_40_0_0_40_400---gt: [ True, 20, 105, 108]---predictions: [1.00, 21, 103, 108]
name: sedan4door_-40_40_0_40_40_320_60_400---gt: [ True, 40, 68, 125]---predictions: [0.99, 45, 65, 126]
name: hatchback_-40_0_-20_40_0_160_40_450---gt: [ False, 40, 131, 63]---predictions: [0.01, 40, 132, 63]
name: hatchback_-20_20_-40_40_40_120_60_400---gt: [ True, 20, 148, 77]---predictions: [0.98, 21, 152, 77]
name: hybrid_0_0_0_20_0_40_20_450---gt: [ True, 0, 121, 89]---predictions: [0.99, 2, 128, 89]
name: hatchback_0_0_0_0_20_160_40_450---gt: [ False, 0, 0, 0]---predictions: [0.02, 0, 0, 0]
name: suv_0_20_-20_0_0_360_80_450---gt: [ True, 0, 101, 140]---predictions: [0.99, 2, 102, 140]
name: sedan4door_-40_0_-40_40_20_280_60_450---gt: [ True, 40, 75, 94]---predictions: [0.99, 45, 68, 95]
name: suv_-40_20_-20_20_0_0_60_400---gt: [ True, 40, 95, 147]---predictions: [1.00, 44, 91, 147]
name: suv_-40_40_-20_40_40_200_80_450---gt: [ True, 40, 110, 51]---predictions: [1.00, 46, 99, 52]
name: hybrid_-40_20_0_20_20_360_40_450---gt: [ True, 40, 104, 117]---predictions: [0.99, 45, 100, 117]
name: suv_0_40_-20_0_0_240_20_450---gt: [ False, 0, 0, 0]---predictions: [0.01, 0, 0, 0]
name: suv_0_40_-20_20_0_360_80_400---gt: [ True, 0, 99, 146]---predictions: [0.99, 3, 110, 146]
name: sedan4door_-20_20_-40_0_20_360_60_400---gt: [ True, 20, 102, 137]---predictions: [1.00, 22, 101, 138]
name: suv_0_40_-20_20_40_80_80_400---gt: [ True, 0, 142, 123]---predictions: [0.99, 5, 150, 124]
name: hybrid_-20_20_0_40_0_160_20_450---gt: [ False, 20, 0, 0]---predictions: [0.00, 20, 0, 0]
name: hybrid_0_40_-40_0_20_280_40_450---gt: [ True, 0, 91, 81]---predictions: [0.99, 4, 84, 81]
name: sedan4door_-40_40_-20_20_0_160_40_400---gt: [ False, 40, 131, 56]---predictions: [0.01, 40, 131, 56]
name: hybrid_-40_0_-40_0_0_200_20_400---gt: [ False, 40, 0, 0]---predictions: [0.01, 40, 0, 0]
name: hybrid_-40_20_-20_40_20_280_60_450---gt: [ True, 40, 76, 92]---predictions: [1.00, 47, 67, 93]
name: hybrid_-40_20_0_40_20_200_60_400---gt: [ True, 40, 106, 46]---predictions: [0.99, 49, 85, 46]
name: sedan4door_0_20_-20_0_40_40_20_450---gt: [ True, 0, 119, 92]---predictions: [0.99, 2, 114, 92]
name: hybrid_0_0_-40_0_0_280_80_450---gt: [ True, 0, 89, 102]---predictions: [1.00, 5, 83, 102]
name: sedan2door_-20_20_-40_40_20_40_80_400---gt: [ True, 20, 133, 146]---predictions: [1.00, 25, 138, 147]
name: hybrid_-40_40_-40_0_0_240_20_450---gt: [ False, 40, 0, 0]---predictions: [0.00, 40, 0, 0]
name: suv_-20_40_-20_0_40_160_60_450---gt: [ True, 20, 129, 57]---predictions: [0.99, 18, 140, 58]
name: sedan4door_-40_0_-20_40_20_320_60_400---gt: [ True, 40, 68, 125]---predictions: [0.99, 45, 74, 126]
name: hatchback_-20_20_0_20_0_360_20_450---gt: [ True, 20, 101, 91]---predictions: [0.99, 25, 96, 92]
name: sedan2door_-40_40_-40_0_0_80_80_400---gt: [ True, 40, 156, 123]---predictions: [1.00, 46, 164, 123]
name: sedan4door_-20_20_-40_0_0_320_20_400---gt: [ True, 20, 82, 88]---predictions: [0.99, 20, 78, 88]
name: sedan2door_-20_0_-40_20_0_80_20_450---gt: [ True, 20, 140, 90]---predictions: [0.98, 26, 158, 90]
name: hatchback_-40_20_-40_40_40_120_60_400---gt: [ True, 40, 154, 77]---predictions: [0.98, 46, 158, 77]
name: sedan4door_-20_0_-20_0_20_0_20_450---gt: [ True, 20, 103, 93]---predictions: [1.00, 22, 105, 93]
name: suv_-20_0_0_0_40_320_20_450---gt: [ True, 20, 84, 84]---predictions: [0.99, 23, 83, 84]
name: sedan4door_0_40_-20_40_40_200_40_400---gt: [ False, 0, 116, 80]---predictions: [0.03, 0, 117, 80]
name: sedan4door_-20_40_0_20_40_200_60_450---gt: [ True, 20, 107, 61]---predictions: [0.99, 16, 108, 62]
name: hybrid_-40_20_-20_40_40_200_40_450---gt: [ False, 40, 107, 67]---predictions: [0.01, 40, 107, 67]
name: suv_0_0_-40_40_0_280_20_450---gt: [ True, 0, 88, 70]---predictions: [1.00, 10, 91, 70]
name: sedan2door_0_20_0_40_0_200_60_450---gt: [ True, 0, 116, 61]---predictions: [0.99, 2, 89, 61]
name: sedan2door_-20_0_-40_40_0_40_80_400---gt: [ True, 20, 133, 146]---predictions: [0.98, 24, 137, 147]
name: hatchback_-20_0_0_0_20_0_40_400---gt: [ True, 20, 98, 109]---predictions: [0.99, 24, 96, 110]
name: suv_0_20_0_40_40_160_20_400---gt: [ False, 0, 0, 0]---predictions: [0.01, 0, 0, 0]
name: sedan2door_0_40_-20_20_20_240_40_450---gt: [ False, 0, 0, 0]---predictions: [0.01, 0, 0, 0]
name: sedan4door_0_20_-40_40_20_160_80_450---gt: [ True, 0, 125, 79]---predictions: [1.00, 7, 139, 80]
name: hatchback_-40_0_-20_20_20_240_80_450---gt: [ True, 40, 88, 68]---predictions: [0.99, 47, 79, 69]
name: hatchback_-40_40_-20_40_0_160_60_400---gt: [ True, 40, 136, 54]---predictions: [0.99, 44, 145, 54]
name: sedan4door_-20_20_0_20_40_80_40_400---gt: [ True, 20, 144, 93]---predictions: [0.99, 26, 142, 94]
name: hatchback_-40_20_0_0_20_120_80_450---gt: [ True, 40, 148, 94]---predictions: [1.00, 42, 153, 94]
name: suv_-40_40_-20_20_20_280_40_450---gt: [ True, 40, 75, 83]---predictions: [0.99, 44, 74, 83]
name: sedan4door_-40_40_-40_40_0_240_20_450---gt: [ False, 40, 0, 0]---predictions: [0.03, 40, 0, 0]
name: hybrid_-20_20_0_0_0_360_60_400---gt: [ True, 20, 106, 131]---predictions: [1.00, 18, 100, 131]
name: suv_-40_0_-40_20_40_320_20_400---gt: [ True, 40, 69, 79]---predictions: [1.00, 47, 90, 79]
name: hatchback_-40_40_0_20_20_120_80_450---gt: [ True, 40, 148, 94]---predictions: [1.00, 42, 162, 94]
name: hybrid_-20_0_-20_40_20_280_40_450---gt: [ True, 20, 83, 90]---predictions: [0.99, 26, 77, 90]
name: suv_-40_20_-20_40_40_80_60_400---gt: [ True, 40, 157, 109]---predictions: [1.00, 46, 147, 110]
name: sedan4door_-40_20_0_20_0_80_40_450---gt: [ True, 40, 145, 99]---predictions: [0.99, 44, 155, 100]
name: sedan4door_-20_0_0_40_0_280_40_450---gt: [ True, 20, 82, 92]---predictions: [1.00, 23, 96, 93]
name: sedan4door_0_0_-40_20_0_120_40_450---gt: [ False, 0, 143, 84]---predictions: [0.02, 0, 143, 85]
name: hybrid_0_40_0_40_40_280_40_400---gt: [ True, 0, 88, 77]---predictions: [0.98, 4, 93, 77]
name: hatchback_-20_40_-20_20_20_280_20_400---gt: [ True, 20, 82, 70]---predictions: [0.99, 14, 80, 70]
name: sedan2door_-40_20_-40_0_20_320_20_400---gt: [ True, 40, 71, 96]---predictions: [0.99, 45, 81, 97]
name: suv_0_20_-20_40_20_360_80_450---gt: [ True, 0, 101, 140]---predictions: [0.98, 4, 99, 140]
name: hatchback_0_40_0_40_0_80_40_400---gt: [ True, 0, 139, 86]---predictions: [1.00, 3, 144, 86]
name: sedan4door_-20_40_-40_40_40_0_60_400---gt: [ True, 20, 102, 137]---predictions: [1.00, 25, 98, 138]
name: hatchback_0_20_-40_20_20_40_40_400---gt: [ True, 0, 118, 102]---predictions: [0.99, 6, 123, 102]
name: hatchback_-20_20_0_20_40_280_40_400---gt: [ True, 20, 81, 86]---predictions: [0.99, 19, 92, 86]
name: sedan4door_0_0_0_40_40_280_60_400---gt: [ True, 0, 82, 88]---predictions: [1.00, 6, 82, 89]
name: suv_-40_20_-40_0_20_320_60_450---gt: [ True, 40, 71, 118]---predictions: [1.00, 49, 65, 118]
name: sedan4door_-20_20_0_40_40_200_20_400---gt: [ False, 20, 116, 76]---predictions: [0.03, 20, 117, 77]
name: sedan2door_0_20_0_0_0_160_40_400---gt: [ False, 0, 0, 0]---predictions: [0.01, 0, 0, 0]
name: sedan2door_-20_40_0_0_40_120_20_400---gt: [ False, 20, 145, 73]---predictions: [0.00, 20, 145, 73]
name: hatchback_-40_20_0_0_0_80_80_450---gt: [ True, 40, 143, 128]---predictions: [0.99, 42, 139, 129]
name: suv_-20_20_-40_20_0_80_60_400---gt: [ True, 20, 148, 104]---predictions: [1.00, 15, 153, 104]
name: hybrid_0_20_-20_40_0_280_80_400---gt: [ True, 0, 85, 100]---predictions: [0.99, 2, 91, 101]
name: sedan2door_-20_0_-20_20_0_80_20_400---gt: [ True, 20, 144, 84]---predictions: [0.99, 18, 152, 85]
name: suv_-20_20_0_0_0_40_20_450---gt: [ True, 20, 123, 86]---predictions: [0.98, 17, 120, 87]
name: sedan2door_-20_0_0_20_0_240_60_400---gt: [ True, 20, 84, 71]---predictions: [1.00, 23, 87, 72]
name: hatchback_0_0_0_0_40_80_60_400---gt: [ True, 0, 140, 103]---predictions: [1.00, 2, 147, 104]
name: sedan2door_-20_20_-20_0_40_160_20_450---gt: [ False, 20, 122, 81]---predictions: [0.00, 20, 123, 82]
name: sedan4door_-20_20_-20_40_0_320_60_400---gt: [ True, 20, 79, 121]---predictions: [0.99, 23, 80, 122]
name: suv_-40_0_-40_20_20_320_80_450---gt: [ True, 40, 72, 133]---predictions: [0.99, 46, 71, 133]
name: sedan2door_0_40_-40_0_0_280_80_450---gt: [ True, 0, 85, 105]---predictions: [1.00, 3, 74, 105]
name: suv_0_40_0_0_40_240_40_450---gt: [ False, 0, 0, 0]---predictions: [0.02, 0, 0, 0]
name: hatchback_-40_20_-40_0_20_40_40_450---gt: [ True, 40, 126, 111]---predictions: [0.99, 44, 127, 112]
name: hybrid_0_0_-40_0_40_280_80_400---gt: [ True, 0, 85, 100]---predictions: [1.00, 3, 81, 101]
name: sedan2door_-20_0_0_0_40_160_40_450---gt: [ False, 20, 0, 0]---predictions: [0.02, 20, 0, 0]
name: hatchback_-20_0_-20_20_40_240_40_400---gt: [ False, 20, 89, 61]---predictions: [0.01, 20, 89, 61]
name: hatchback_-20_40_-20_40_0_160_80_400---gt: [ True, 20, 134, 67]---predictions: [1.00, 13, 132, 67]
name: sedan2door_-40_0_-20_40_0_240_20_450---gt: [ False, 40, 0, 0]---predictions: [0.01, 40, 0, 0]
name: sedan4door_0_0_-40_0_0_0_80_400---gt: [ True, 0, 102, 141]---predictions: [1.00, 5, 94, 142]
name: hatchback_0_40_-40_0_0_40_40_450---gt: [ True, 0, 117, 103]---predictions: [1.00, 8, 128, 104]
name: hybrid_0_40_-40_0_20_360_60_450---gt: [ True, 0, 106, 116]---predictions: [1.00, 3, 99, 116]
name: hybrid_-20_40_0_0_20_200_60_400---gt: [ True, 20, 105, 52]---predictions: [0.98, 18, 74, 52]
name: sedan4door_0_0_-40_40_40_320_40_450---gt: [ True, 0, 92, 100]---predictions: [1.00, 3, 74, 101]
name: suv_-20_0_-20_0_40_200_20_450---gt: [ False, 20, 0, 0]---predictions: [0.01, 20, 0, 0]
name: suv_-20_0_0_0_40_320_80_400---gt: [ True, 20, 74, 130]---predictions: [0.99, 20, 60, 131]
name: sedan2door_-20_20_-40_40_0_40_60_400---gt: [ True, 20, 133, 127]---predictions: [1.00, 22, 144, 127]
name: suv_-40_40_-20_20_20_280_20_450---gt: [ True, 40, 78, 78]---predictions: [1.00, 41, 84, 79]
name: hatchback_-20_40_-20_20_20_40_40_400---gt: [ True, 20, 124, 105]---predictions: [1.00, 24, 130, 106]
name: hybrid_0_0_-20_40_0_360_20_400---gt: [ True, 0, 104, 83]---predictions: [1.00, 2, 94, 83]
name: hybrid_-40_0_-40_20_20_120_20_450---gt: [ False, 40, 137, 68]---predictions: [0.01, 40, 138, 69]
name: hybrid_-40_0_-20_20_20_320_60_400---gt: [ True, 40, 75, 119]---predictions: [0.99, 46, 70, 120]
name: sedan4door_0_20_0_0_0_160_20_400---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: suv_-20_20_-20_40_0_40_80_450---gt: [ True, 20, 126, 147]---predictions: [1.00, 17, 130, 147]
name: suv_0_40_0_0_20_160_40_450---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan4door_-40_40_-40_20_0_0_20_450---gt: [ True, 40, 101, 97]---predictions: [1.00, 48, 89, 98]
name: hatchback_0_0_-20_0_0_160_20_400---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: suv_0_0_0_40_0_240_40_450---gt: [ False, 0, 0, 0]---predictions: [0.02, 0, 0, 0]
name: suv_0_40_0_20_20_120_40_450---gt: [ False, 0, 146, 78]---predictions: [0.01, 0, 146, 78]
name: hybrid_-20_0_0_40_20_120_60_450---gt: [ True, 20, 137, 77]---predictions: [0.98, 21, 146, 77]
name: hybrid_0_0_-40_40_40_320_40_400---gt: [ True, 0, 92, 96]---predictions: [1.00, 3, 75, 96]
name: hybrid_-40_0_0_40_0_40_20_450---gt: [ True, 40, 128, 89]---predictions: [1.00, 48, 131, 90]
name: suv_-40_20_0_40_40_200_20_400---gt: [ False, 40, 117, 69]---predictions: [0.02, 40, 117, 70]
name: hatchback_0_20_0_0_20_80_20_450---gt: [ True, 0, 133, 79]---predictions: [1.00, 3, 137, 79]
name: hybrid_-20_0_0_40_0_160_40_400---gt: [ False, 20, 123, 53]---predictions: [0.01, 20, 124, 53]
name: suv_-40_40_-40_40_40_280_60_450---gt: [ True, 40, 72, 87]---predictions: [1.00, 39, 59, 88]
name: sedan4door_-20_40_0_0_40_160_60_450---gt: [ True, 20, 126, 64]---predictions: [0.98, 21, 133, 64]
name: sedan4door_0_0_-20_20_40_40_40_450---gt: [ True, 0, 120, 105]---predictions: [1.00, 2, 119, 105]
name: suv_-40_20_0_0_0_280_20_450---gt: [ True, 40, 78, 78]---predictions: [1.00, 48, 83, 79]
name: sedan2door_0_40_-40_40_20_0_40_450---gt: [ True, 0, 106, 105]---predictions: [1.00, 3, 101, 105]
name: hatchback_0_20_-20_20_40_200_60_400---gt: [ True, 0, 115, 53]---predictions: [0.99, 2, 76, 54]
name: suv_0_0_0_40_20_120_60_400---gt: [ True, 0, 154, 91]---predictions: [0.97, 2, 140, 92]
name: hybrid_-40_20_-20_0_20_360_80_400---gt: [ True, 40, 103, 160]---predictions: [0.98, 44, 105, 160]
name: suv_0_0_-20_40_20_280_80_450---gt: [ True, 0, 81, 96]---predictions: [1.00, 4, 89, 96]
name: hatchback_0_40_0_0_0_280_20_400---gt: [ True, 0, 88, 70]---predictions: [0.99, 3, 77, 70]
name: suv_-40_40_0_20_0_280_40_400---gt: [ True, 40, 68, 78]---predictions: [1.00, 45, 55, 78]
name: suv_-40_20_-40_0_20_320_20_450---gt: [ True, 40, 75, 84]---predictions: [0.99, 42, 73, 85]
name: hatchback_0_40_-20_40_0_160_40_450---gt: [ False, 0, 0, 0]---predictions: [0.01, 0, 0, 0]
name: sedan4door_0_0_-40_0_0_280_60_450---gt: [ True, 0, 87, 96]---predictions: [1.00, 7, 74, 97]
name: sedan4door_0_20_-40_40_20_320_60_400---gt: [ True, 0, 88, 113]---predictions: [0.99, 4, 86, 113]
name: hatchback_-20_0_-20_0_0_360_40_400---gt: [ True, 20, 98, 109]---predictions: [1.00, 24, 100, 110]
name: sedan2door_0_40_-20_40_20_160_60_450---gt: [ True, 0, 135, 71]---predictions: [0.99, 3, 118, 71]
name: suv_-40_20_-40_0_0_360_80_450---gt: [ True, 40, 98, 158]---predictions: [0.99, 42, 91, 158]
name: sedan2door_0_0_-20_0_40_80_20_400---gt: [ True, 0, 138, 79]---predictions: [0.99, 7, 143, 80]
name: suv_-40_20_-40_0_0_40_40_450---gt: [ True, 40, 129, 110]---predictions: [0.99, 46, 129, 111]
name: suv_-40_40_-40_20_40_0_60_450---gt: [ True, 40, 98, 141]---predictions: [1.00, 41, 88, 142]
name: hybrid_-20_0_-40_20_0_40_40_400---gt: [ True, 20, 129, 101]---predictions: [1.00, 22, 126, 102]
name: suv_-40_0_-20_0_0_360_60_400---gt: [ True, 40, 95, 147]---predictions: [1.00, 46, 88, 147]
name: hatchback_-20_20_0_20_40_320_80_400---gt: [ True, 20, 78, 126]---predictions: [0.99, 21, 80, 126]
name: hatchback_-20_0_0_40_20_200_80_450---gt: [ True, 20, 110, 66]---predictions: [1.00, 22, 115, 66]
name: suv_0_0_-40_0_20_280_80_450---gt: [ True, 0, 81, 95]---predictions: [1.00, 5, 79, 96]
name: hybrid_0_20_0_20_40_0_80_400---gt: [ True, 0, 105, 136]---predictions: [0.99, 3, 112, 137]
name: suv_-20_40_0_20_20_0_60_450---gt: [ True, 20, 100, 132]---predictions: [1.00, 24, 104, 133]
name: sedan4door_0_0_-20_0_40_200_40_450---gt: [ False, 0, 0, 0]---predictions: [0.01, 0, 0, 0]
name: sedan2door_-20_40_-20_40_20_240_40_450---gt: [ False, 20, 87, 75]---predictions: [0.02, 20, 87, 75]
name: sedan4door_0_40_0_0_0_320_80_450---gt: [ True, 0, 91, 123]---predictions: [0.99, 3, 85, 124]
name: hatchback_-40_20_-40_0_0_280_40_450---gt: [ True, 40, 79, 86]---predictions: [0.99, 37, 73, 86]
name: sedan4door_-20_20_-20_0_20_80_80_450---gt: [ True, 20, 140, 121]---predictions: [0.98, 21, 144, 121]
name: sedan2door_-20_40_-20_0_20_320_80_450---gt: [ True, 20, 87, 135]---predictions: [0.99, 24, 79, 135]
name: sedan4door_0_20_0_20_0_0_60_400---gt: [ True, 0, 101, 120]---predictions: [1.00, 2, 97, 120]
name: sedan4door_0_0_0_20_0_120_80_450---gt: [ True, 0, 135, 98]---predictions: [1.00, 2, 142, 98]
name: suv_0_40_-40_20_20_120_20_450---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan2door_-20_20_-40_0_0_200_60_450---gt: [ True, 20, 105, 63]---predictions: [0.99, 19, 95, 63]
name: hybrid_0_20_-20_40_0_0_20_450---gt: [ True, 0, 105, 87]---predictions: [1.00, 3, 98, 87]
