name: sedan4door_0_40_-40_20_20_230_30_420---gt: [ False, 28, 82, 149]---predictions: [0.27, 33, 53, 149]
name: hybrid_-20_40_-40_40_40_50_30_420---gt: [ True, 35, 93, 149]---predictions: [0.95, 33, 70, 149]
name: sedan4door_-40_20_0_0_20_230_30_420---gt: [ True, 23, 60, 74]---predictions: [0.39, 33, 56, 75]
name: hatchback_-20_20_-40_0_20_50_30_420---gt: [ True, 34, 97, 74]---predictions: [0.33, 34, 97, 75]
name: hybrid_-20_0_0_20_0_20_30_420---gt: [ True, 31, 94, 0]---predictions: [0.95, 28, 77, 0]
name: sedan2door_-40_20_0_20_0_140_30_420---gt: [ True, 36, 65, 74]---predictions: [0.77, 33, 68, 75]
name: sedan4door_-20_20_0_0_0_230_70_420---gt: [ True, 24, 69, 74]---predictions: [0.44, 31, 41, 75]
name: hatchback_-40_20_-40_40_0_20_70_420---gt: [ True, 30, 151, 74]---predictions: [0.81, 30, 96, 75]
name: sedan4door_0_20_-40_0_20_140_30_420---gt: [ False, 0, 0, 74]---predictions: [0.00, 0, 0, 75]
name: suv_-40_20_0_20_20_230_30_420---gt: [ True, 25, 64, 74]---predictions: [0.25, 34, 38, 75]
name: sedan4door_0_0_-40_40_40_50_30_420---gt: [ False, 33, 96, 0]---predictions: [0.92, 31, 68, 0]
name: suv_0_40_0_40_40_230_30_420---gt: [ False, 28, 74, 149]---predictions: [0.63, 34, 37, 149]
name: hatchback_-20_0_-40_0_20_140_30_420---gt: [ True, 36, 65, 0]---predictions: [0.71, 33, 49, 0]
name: suv_-40_0_-40_0_40_50_30_420---gt: [ True, 36, 95, 0]---predictions: [0.67, 37, 95, 0]
name: hybrid_-20_40_0_0_20_20_30_420---gt: [ True, 31, 94, 149]---predictions: [0.33, 31, 95, 149]
name: suv_0_40_-20_0_40_50_30_420---gt: [ False, 33, 91, 149]---predictions: [0.00, 34, 92, 149]
name: sedan4door_0_0_-40_0_40_20_70_420---gt: [ False, 29, 130, 0]---predictions: [0.00, 30, 130, 0]
name: hatchback_-20_0_0_0_20_230_70_420---gt: [ True, 25, 66, 0]---predictions: [0.40, 30, 35, 0]
name: sedan4door_-40_20_0_40_40_50_30_420---gt: [ True, 36, 101, 74]---predictions: [0.93, 30, 68, 75]
name: sedan4door_-40_40_0_40_40_20_30_420---gt: [ True, 31, 109, 149]---predictions: [0.97, 27, 94, 149]
name: sedan4door_-40_0_0_20_0_20_30_420---gt: [ True, 31, 109, 0]---predictions: [0.67, 31, 109, 0]
name: sedan2door_-20_40_-40_40_40_230_30_420---gt: [ True, 22, 64, 149]---predictions: [0.36, 36, 42, 149]
name: sedan4door_-20_0_-40_0_40_140_30_420---gt: [ True, 35, 66, 0]---predictions: [0.82, 32, 68, 0]
name: sedan4door_-20_40_0_20_20_230_70_420---gt: [ True, 24, 69, 149]---predictions: [0.44, 32, 39, 149]
name: sedan2door_0_20_-20_20_40_50_30_420---gt: [ False, 34, 98, 74]---predictions: [0.78, 38, 63, 75]
name: sedan4door_-20_0_-40_20_20_20_30_420---gt: [ True, 30, 99, 0]---predictions: [0.97, 26, 93, 0]
name: suv_-40_40_-40_40_40_50_30_420---gt: [ True, 36, 95, 149]---predictions: [0.92, 32, 81, 149]
name: suv_-20_20_0_20_20_140_70_420---gt: [ True, 38, 68, 74]---predictions: [0.53, 40, 43, 75]
name: hatchback_0_40_-40_20_40_50_70_420---gt: [ False, 33, 125, 149]---predictions: [0.53, 34, 84, 149]
name: sedan2door_-20_0_-40_40_0_140_70_420---gt: [ True, 36, 70, 0]---predictions: [0.41, 39, 48, 0]
name: sedan4door_-20_0_0_20_40_230_70_420---gt: [ True, 24, 69, 0]---predictions: [0.34, 33, 44, 0]
name: hatchback_0_40_-20_0_0_20_30_420---gt: [ False, 29, 95, 149]---predictions: [0.00, 29, 95, 149]
name: suv_0_0_-40_20_0_50_70_420---gt: [ False, 33, 127, 0]---predictions: [0.48, 35, 85, 0]
name: sedan2door_0_20_-20_0_40_230_70_420---gt: [ False, 25, 73, 74]---predictions: [0.00, 25, 74, 75]
name: hybrid_0_0_0_20_40_20_70_420---gt: [ False, 30, 125, 0]---predictions: [0.00, 31, 125, 0]
name: hybrid_-20_40_-40_0_20_20_70_420---gt: [ True, 31, 135, 149]---predictions: [0.33, 32, 136, 149]
name: hybrid_-40_20_0_40_20_140_70_420---gt: [ True, 37, 65, 74]---predictions: [0.46, 38, 49, 75]
name: suv_-40_0_-20_0_0_230_30_420---gt: [ True, 0, 0, 0]---predictions: [0.67, 0, 0, 0]
name: sedan4door_-20_20_-40_0_20_50_30_420---gt: [ True, 35, 98, 74]---predictions: [0.33, 35, 98, 75]
name: hatchback_-40_0_-40_20_0_50_30_420---gt: [ True, 35, 98, 0]---predictions: [0.93, 31, 70, 0]
name: hybrid_-40_0_0_40_20_20_30_420---gt: [ True, 31, 102, 0]---predictions: [0.94, 31, 73, 0]
name: hybrid_-20_20_-40_0_20_230_70_420---gt: [ True, 24, 71, 74]---predictions: [0.33, 25, 72, 75]
name: sedan2door_-40_0_0_0_20_20_70_420---gt: [ True, 32, 159, 0]---predictions: [0.67, 33, 160, 0]
name: hybrid_-20_20_-40_20_0_20_30_420---gt: [ True, 31, 94, 74]---predictions: [0.97, 29, 77, 75]
name: hatchback_-20_0_-20_40_40_20_30_420---gt: [ True, 30, 97, 0]---predictions: [0.89, 26, 81, 0]
name: hatchback_0_0_-20_40_40_50_30_420---gt: [ False, 32, 95, 0]---predictions: [0.90, 35, 72, 0]
name: hatchback_0_40_0_40_20_230_70_420---gt: [ False, 27, 62, 149]---predictions: [0.33, 28, 36, 149]
name: sedan4door_0_20_-40_0_20_140_70_420---gt: [ False, 35, 76, 74]---predictions: [0.40, 35, 40, 75]
name: sedan4door_-20_0_-20_0_40_50_70_420---gt: [ True, 35, 132, 0]---predictions: [0.33, 36, 132, 0]
name: suv_-40_20_-20_0_40_20_70_420---gt: [ True, 30, 158, 74]---predictions: [0.67, 31, 159, 75]
name: hatchback_-40_20_0_40_40_140_70_420---gt: [ True, 39, 70, 74]---predictions: [0.58, 37, 48, 75]
name: sedan2door_-40_40_0_40_40_140_70_420---gt: [ True, 38, 66, 149]---predictions: [0.90, 45, 43, 149]
name: hybrid_0_20_-40_20_40_140_70_420---gt: [ False, 34, 74, 74]---predictions: [0.21, 37, 50, 75]
name: sedan2door_-40_0_0_20_40_140_30_420---gt: [ True, 36, 65, 0]---predictions: [0.83, 32, 65, 0]
name: suv_-40_40_-40_40_20_140_70_420---gt: [ True, 40, 64, 149]---predictions: [0.71, 40, 50, 149]
name: sedan2door_-40_40_0_40_0_230_30_420---gt: [ True, 22, 64, 149]---predictions: [0.31, 35, 70, 149]
name: hatchback_0_40_-20_20_20_140_70_420---gt: [ False, 36, 79, 149]---predictions: [0.28, 36, 45, 149]
name: suv_-40_20_0_0_40_140_70_420---gt: [ True, 40, 64, 74]---predictions: [0.69, 39, 41, 75]
name: sedan2door_0_0_-40_40_20_230_70_420---gt: [ False, 25, 73, 0]---predictions: [0.25, 32, 39, 0]
name: suv_-20_20_-20_0_0_230_70_420---gt: [ True, 24, 60, 74]---predictions: [0.29, 29, 44, 75]
name: hybrid_-20_40_0_40_20_50_70_420---gt: [ True, 35, 125, 149]---predictions: [0.75, 37, 96, 149]
name: sedan4door_-20_0_-40_40_20_20_70_420---gt: [ True, 30, 142, 0]---predictions: [0.72, 32, 92, 0]
name: suv_-40_20_0_20_40_20_70_420---gt: [ True, 30, 158, 74]---predictions: [0.81, 34, 82, 75]
name: hybrid_-40_0_-40_40_40_50_70_420---gt: [ True, 37, 134, 0]---predictions: [0.84, 34, 102, 0]
name: hatchback_-40_0_-40_20_40_230_30_420---gt: [ True, 25, 70, 0]---predictions: [0.33, 39, 28, 0]
name: suv_-40_20_-20_20_20_20_30_420---gt: [ True, 30, 102, 74]---predictions: [0.95, 29, 82, 75]
name: hatchback_0_40_-40_40_0_20_70_420---gt: [ False, 29, 130, 149]---predictions: [0.53, 33, 80, 149]
name: hatchback_0_20_-20_20_0_20_70_420---gt: [ False, 29, 130, 74]---predictions: [0.35, 29, 76, 75]
name: suv_-20_40_-40_0_20_140_70_420---gt: [ True, 38, 68, 149]---predictions: [0.63, 38, 42, 149]
name: hybrid_-40_0_-20_0_0_140_30_420---gt: [ True, 35, 60, 0]---predictions: [0.67, 36, 60, 0]
name: hatchback_0_40_0_20_20_140_70_420---gt: [ False, 36, 79, 149]---predictions: [0.24, 37, 44, 149]
name: hatchback_0_0_-20_40_0_20_30_420---gt: [ False, 29, 95, 0]---predictions: [0.76, 31, 81, 0]
name: suv_0_20_0_0_40_140_30_420---gt: [ False, 0, 0, 74]---predictions: [0.00, 0, 0, 75]
name: hatchback_0_40_-20_40_0_50_30_420---gt: [ False, 32, 95, 149]---predictions: [0.90, 32, 63, 149]
name: suv_-20_40_0_20_0_20_70_420---gt: [ True, 30, 145, 149]---predictions: [0.75, 36, 74, 149]
name: hatchback_0_20_0_20_0_20_30_420---gt: [ False, 29, 95, 74]---predictions: [0.89, 30, 80, 75]
name: sedan4door_-20_40_0_20_0_230_70_420---gt: [ True, 24, 69, 149]---predictions: [0.43, 31, 39, 149]
name: suv_0_0_-20_0_20_140_30_420---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan2door_-40_0_0_40_40_140_70_420---gt: [ True, 38, 66, 0]---predictions: [0.88, 43, 47, 0]
name: hybrid_0_40_-20_0_40_230_70_420---gt: [ False, 26, 69, 149]---predictions: [0.00, 26, 70, 149]
name: hybrid_-40_20_-20_0_40_20_30_420---gt: [ True, 31, 102, 74]---predictions: [0.67, 32, 102, 75]
name: sedan2door_-40_40_-20_0_0_20_30_420---gt: [ True, 32, 111, 149]---predictions: [0.67, 33, 111, 149]
name: sedan2door_0_0_-20_0_20_140_30_420---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: suv_0_20_0_20_20_20_30_420---gt: [ False, 28, 91, 74]---predictions: [0.00, 29, 91, 75]
name: sedan4door_-20_20_-20_0_0_50_70_420---gt: [ True, 35, 132, 74]---predictions: [0.33, 36, 132, 75]
name: sedan2door_0_40_-40_40_0_230_30_420---gt: [ False, 0, 0, 149]---predictions: [0.00, 0, 0, 149]
name: suv_-20_20_-20_0_20_20_70_420---gt: [ True, 30, 145, 74]---predictions: [0.33, 31, 145, 75]
name: hybrid_0_20_-20_20_20_20_30_420---gt: [ False, 30, 92, 74]---predictions: [0.92, 31, 61, 75]
name: hatchback_-40_0_-20_40_20_20_30_420---gt: [ True, 30, 105, 0]---predictions: [0.95, 22, 80, 0]
name: sedan2door_-20_20_-40_0_40_50_30_420---gt: [ True, 36, 99, 74]---predictions: [0.33, 36, 100, 75]
name: sedan4door_0_20_-20_0_40_140_70_420---gt: [ False, 35, 76, 74]---predictions: [0.24, 35, 37, 75]
name: sedan4door_-20_40_0_20_40_140_30_420---gt: [ True, 35, 66, 149]---predictions: [0.87, 33, 67, 149]
name: hatchback_0_40_-20_20_0_20_70_420---gt: [ False, 29, 130, 149]---predictions: [0.44, 32, 77, 149]
name: hatchback_0_20_-40_40_20_230_30_420---gt: [ False, 28, 81, 74]---predictions: [0.28, 35, 45, 75]
name: hybrid_0_40_0_20_0_20_70_420---gt: [ False, 30, 125, 149]---predictions: [0.56, 36, 95, 149]
name: suv_-40_40_-40_20_40_50_30_420---gt: [ True, 36, 95, 149]---predictions: [0.91, 31, 78, 149]
name: suv_-40_0_-40_0_40_140_70_420---gt: [ True, 40, 64, 0]---predictions: [0.63, 37, 45, 0]
name: sedan4door_-40_0_0_0_40_50_70_420---gt: [ True, 37, 142, 0]---predictions: [0.67, 37, 143, 0]
name: sedan2door_-40_0_-20_40_40_20_70_420---gt: [ True, 32, 159, 0]---predictions: [0.85, 35, 80, 0]
name: sedan4door_-20_0_-40_0_0_50_30_420---gt: [ True, 35, 98, 0]---predictions: [0.33, 35, 98, 0]
name: hybrid_0_20_-40_40_40_140_70_420---gt: [ False, 34, 74, 74]---predictions: [0.21, 37, 51, 75]
name: sedan2door_-20_0_-40_20_0_140_30_420---gt: [ True, 35, 65, 0]---predictions: [0.61, 33, 70, 0]
name: hatchback_-20_40_-40_20_0_140_30_420---gt: [ True, 36, 65, 149]---predictions: [0.67, 33, 46, 149]
name: suv_-40_0_-40_40_0_230_30_420---gt: [ True, 25, 64, 0]---predictions: [0.54, 30, 48, 0]
name: sedan4door_0_40_-20_20_40_50_30_420---gt: [ False, 33, 96, 149]---predictions: [0.88, 36, 81, 149]
name: hatchback_0_20_0_20_20_20_70_420---gt: [ False, 29, 130, 74]---predictions: [0.40, 29, 69, 75]
name: sedan4door_-40_20_-40_40_0_50_70_420---gt: [ True, 37, 142, 74]---predictions: [0.73, 36, 89, 75]
name: hatchback_0_20_-20_40_40_20_70_420---gt: [ False, 29, 130, 74]---predictions: [0.42, 32, 72, 75]
name: sedan4door_0_40_-40_20_0_20_30_420---gt: [ False, 29, 97, 149]---predictions: [0.96, 30, 97, 149]
name: suv_-40_20_-20_0_40_230_70_420---gt: [ True, 23, 53, 74]---predictions: [0.79, 28, 41, 75]
name: hybrid_-40_20_-20_40_40_230_70_420---gt: [ True, 23, 66, 74]---predictions: [0.67, 34, 35, 75]
name: sedan4door_0_40_0_20_0_140_30_420---gt: [ False, 0, 0, 149]---predictions: [0.00, 0, 0, 149]
name: sedan2door_0_40_-40_20_20_230_30_420---gt: [ False, 0, 0, 149]---predictions: [0.00, 0, 0, 149]
name: sedan4door_0_40_-20_40_40_50_70_420---gt: [ False, 33, 125, 149]---predictions: [0.50, 36, 89, 149]
name: hybrid_0_20_0_0_20_230_30_420---gt: [ False, 0, 0, 74]---predictions: [0.00, 0, 0, 75]
name: hybrid_-20_0_-40_20_0_140_70_420---gt: [ True, 36, 69, 0]---predictions: [0.28, 33, 42, 0]
name: hybrid_0_20_-40_40_20_20_30_420---gt: [ False, 30, 92, 74]---predictions: [0.92, 33, 61, 75]
name: hybrid_0_20_-20_40_20_230_70_420---gt: [ False, 26, 69, 74]---predictions: [0.36, 32, 48, 75]
name: hybrid_0_40_-40_0_40_20_70_420---gt: [ False, 30, 125, 149]---predictions: [0.00, 31, 125, 149]
name: hybrid_0_40_0_40_0_20_70_420---gt: [ False, 30, 125, 149]---predictions: [0.56, 36, 95, 149]
name: hatchback_0_20_0_0_0_50_30_420---gt: [ False, 32, 95, 74]---predictions: [0.00, 33, 95, 75]
name: suv_-40_0_-40_20_40_230_30_420---gt: [ True, 25, 64, 0]---predictions: [0.68, 32, 50, 0]
name: hybrid_-40_0_0_20_40_230_30_420---gt: [ True, 23, 70, 0]---predictions: [0.47, 37, 34, 0]
name: sedan2door_0_20_-20_40_20_140_70_420---gt: [ False, 39, 86, 74]---predictions: [0.23, 41, 51, 75]
name: hybrid_-20_40_-20_20_40_50_30_420---gt: [ True, 35, 93, 149]---predictions: [0.95, 33, 66, 149]
name: sedan2door_-40_0_-40_40_40_230_70_420---gt: [ True, 22, 62, 0]---predictions: [0.68, 30, 33, 0]
name: suv_0_0_-20_20_0_230_30_420---gt: [ False, 28, 74, 0]---predictions: [0.51, 30, 67, 0]
name: suv_-20_0_0_40_20_230_70_420---gt: [ True, 24, 60, 0]---predictions: [0.32, 29, 37, 0]
name: hybrid_-40_40_-20_0_40_20_30_420---gt: [ True, 31, 102, 149]---predictions: [0.67, 32, 102, 149]
name: sedan4door_-20_20_-20_20_20_140_30_420---gt: [ True, 35, 66, 74]---predictions: [0.80, 36, 49, 75]
name: suv_0_20_-40_40_0_50_70_420---gt: [ False, 33, 127, 74]---predictions: [0.56, 37, 85, 75]
name: hatchback_-20_0_-20_20_20_50_70_420---gt: [ True, 34, 133, 0]---predictions: [0.43, 36, 94, 0]
name: sedan2door_-20_20_-20_20_0_20_70_420---gt: [ True, 32, 143, 74]---predictions: [0.73, 38, 97, 75]
name: sedan2door_-40_0_-40_0_40_20_70_420---gt: [ True, 32, 159, 0]---predictions: [0.67, 33, 160, 0]
name: hybrid_0_20_0_40_20_230_70_420---gt: [ False, 26, 69, 74]---predictions: [0.35, 32, 49, 75]
name: sedan2door_0_40_-20_40_20_50_30_420---gt: [ False, 34, 98, 149]---predictions: [0.89, 35, 66, 149]
name: sedan4door_-40_40_-40_40_0_20_70_420---gt: [ True, 31, 157, 149]---predictions: [0.85, 33, 82, 149]
name: hybrid_-40_0_-40_20_40_50_70_420---gt: [ True, 37, 134, 0]---predictions: [0.84, 34, 102, 0]
name: hybrid_-20_20_0_40_40_230_30_420---gt: [ True, 24, 70, 74]---predictions: [0.40, 39, 42, 75]
name: hybrid_-40_40_0_0_0_20_30_420---gt: [ True, 31, 102, 149]---predictions: [0.67, 32, 102, 149]
name: sedan4door_0_20_-40_0_0_140_30_420---gt: [ False, 0, 0, 74]---predictions: [0.00, 0, 0, 75]
name: suv_-40_40_-40_20_20_50_70_420---gt: [ True, 37, 145, 149]---predictions: [0.54, 35, 86, 149]
name: sedan4door_0_20_-20_20_0_230_30_420---gt: [ False, 28, 82, 74]---predictions: [0.23, 35, 61, 75]
name: hybrid_-40_20_-20_20_40_140_70_420---gt: [ True, 37, 65, 74]---predictions: [0.53, 38, 45, 75]
name: suv_0_0_0_20_40_140_70_420---gt: [ False, 40, 84, 0]---predictions: [0.19, 40, 49, 0]
name: hatchback_-20_0_0_40_0_20_70_420---gt: [ True, 30, 141, 0]---predictions: [0.60, 30, 89, 0]
name: sedan4door_0_0_-40_40_20_50_70_420---gt: [ False, 33, 125, 0]---predictions: [0.51, 38, 96, 0]
name: hatchback_-40_0_-40_40_20_50_30_420---gt: [ True, 35, 98, 0]---predictions: [0.88, 32, 58, 0]
name: hatchback_0_20_-40_40_40_50_70_420---gt: [ False, 33, 125, 74]---predictions: [0.56, 35, 93, 75]
name: hatchback_-20_20_-20_40_20_230_30_420---gt: [ True, 26, 71, 74]---predictions: [0.24, 36, 49, 75]
name: sedan4door_-20_20_-20_0_0_140_30_420---gt: [ True, 35, 66, 74]---predictions: [0.33, 36, 66, 75]
name: hatchback_-40_0_-20_0_40_50_70_420---gt: [ True, 36, 143, 0]---predictions: [0.67, 36, 143, 0]
name: hatchback_-40_20_-40_40_0_20_30_420---gt: [ True, 30, 105, 74]---predictions: [0.97, 26, 96, 75]
name: hybrid_0_40_-40_0_20_50_30_420---gt: [ False, 33, 91, 149]---predictions: [0.00, 34, 92, 149]
name: sedan2door_-20_40_-40_0_40_140_70_420---gt: [ True, 36, 70, 149]---predictions: [0.33, 36, 70, 149]
name: sedan4door_0_40_-40_40_20_230_70_420---gt: [ False, 25, 69, 149]---predictions: [0.30, 30, 39, 149]
name: hybrid_-20_40_-40_0_40_230_30_420---gt: [ True, 24, 70, 149]---predictions: [0.33, 24, 71, 149]
name: hybrid_-20_20_-40_20_40_50_70_420---gt: [ True, 35, 125, 74]---predictions: [0.69, 36, 113, 75]
name: hybrid_-40_20_-20_40_0_230_30_420---gt: [ True, 23, 57, 74]---predictions: [0.40, 35, 56, 75]
name: hybrid_0_40_-40_40_20_140_70_420---gt: [ False, 34, 74, 149]---predictions: [0.23, 39, 53, 149]
name: sedan4door_-40_40_-40_40_40_50_30_420---gt: [ True, 36, 101, 149]---predictions: [0.95, 29, 74, 149]
name: suv_0_20_-40_20_0_20_30_420---gt: [ False, 28, 91, 74]---predictions: [0.75, 31, 103, 75]
name: sedan2door_-20_0_0_0_0_230_70_420---gt: [ True, 23, 69, 0]---predictions: [0.33, 24, 70, 0]
name: suv_-20_20_-20_0_20_50_30_420---gt: [ True, 35, 93, 74]---predictions: [0.33, 35, 93, 75]
name: hatchback_0_20_-40_0_20_50_70_420---gt: [ False, 33, 125, 74]---predictions: [0.00, 33, 125, 75]
name: suv_0_20_-20_0_40_20_70_420---gt: [ False, 29, 132, 74]---predictions: [0.00, 29, 133, 75]
name: sedan4door_-40_40_-20_20_0_50_30_420---gt: [ True, 36, 101, 149]---predictions: [0.67, 37, 101, 149]
name: hybrid_-20_20_-20_0_0_230_70_420---gt: [ True, 24, 71, 74]---predictions: [0.33, 25, 72, 75]
name: hatchback_-20_40_-20_40_20_230_70_420---gt: [ True, 25, 65, 149]---predictions: [0.51, 30, 35, 149]
name: hatchback_-20_0_-20_0_0_20_70_420---gt: [ True, 30, 141, 0]---predictions: [0.33, 30, 141, 0]
name: hatchback_0_0_-20_0_40_140_30_420---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: suv_-20_0_0_0_40_50_30_420---gt: [ True, 35, 93, 0]---predictions: [0.33, 35, 93, 0]
name: hybrid_0_40_0_20_40_230_30_420---gt: [ False, 24, 82, 149]---predictions: [0.35, 36, 46, 149]
name: suv_-20_20_-40_20_20_20_70_420---gt: [ True, 30, 145, 74]---predictions: [0.68, 35, 80, 75]
name: sedan4door_-40_0_-40_20_0_230_70_420---gt: [ True, 23, 61, 0]---predictions: [0.65, 31, 34, 0]
name: sedan2door_-20_0_-40_40_40_230_70_420---gt: [ True, 23, 69, 0]---predictions: [0.33, 31, 36, 0]
name: suv_0_40_0_20_40_230_30_420---gt: [ False, 28, 74, 149]---predictions: [0.51, 33, 43, 149]
name: hybrid_-40_40_-40_0_20_230_70_420---gt: [ True, 23, 66, 149]---predictions: [0.67, 24, 66, 149]
name: suv_-40_0_-40_40_40_230_30_420---gt: [ True, 25, 64, 0]---predictions: [0.70, 34, 39, 0]
name: sedan2door_-40_20_-20_0_0_230_30_420---gt: [ True, 22, 64, 74]---predictions: [0.67, 22, 64, 75]
name: suv_-40_20_0_40_0_20_70_420---gt: [ True, 30, 158, 74]---predictions: [0.84, 34, 79, 75]
name: sedan2door_-40_40_-20_40_40_50_70_420---gt: [ True, 38, 140, 149]---predictions: [0.84, 40, 80, 149]
name: sedan2door_0_40_-40_40_20_230_30_420---gt: [ False, 0, 0, 149]---predictions: [0.00, 0, 0, 149]
name: suv_-20_40_-40_40_0_230_70_420---gt: [ True, 24, 60, 149]---predictions: [0.44, 25, 39, 149]
name: hatchback_-20_40_-20_0_20_230_30_420---gt: [ True, 0, 0, 149]---predictions: [0.33, 0, 0, 149]
name: suv_0_20_-20_0_0_20_30_420---gt: [ False, 28, 91, 74]---predictions: [0.00, 29, 91, 75]
name: hybrid_-20_20_0_0_40_230_70_420---gt: [ True, 24, 71, 74]---predictions: [0.33, 25, 72, 75]
name: sedan4door_-20_40_0_20_40_20_70_420---gt: [ True, 30, 142, 149]---predictions: [0.75, 37, 83, 149]
name: hatchback_-20_20_0_0_40_20_30_420---gt: [ True, 30, 97, 74]---predictions: [0.92, 29, 91, 75]
name: sedan2door_-20_0_0_20_40_140_30_420---gt: [ True, 35, 65, 0]---predictions: [0.66, 34, 72, 0]
name: sedan2door_0_20_0_0_40_20_70_420---gt: [ False, 31, 129, 74]---predictions: [0.00, 31, 130, 75]
name: hybrid_0_40_-40_40_0_140_30_420---gt: [ False, 0, 0, 149]---predictions: [0.00, 0, 0, 149]
name: hatchback_-20_40_-20_0_0_140_70_420---gt: [ True, 37, 73, 149]---predictions: [0.50, 35, 50, 149]
name: suv_0_20_-40_20_20_50_70_420---gt: [ False, 33, 127, 74]---predictions: [0.55, 38, 91, 75]
name: hatchback_-40_0_0_0_40_20_70_420---gt: [ True, 30, 151, 0]---predictions: [0.67, 30, 151, 0]
name: sedan4door_0_40_-20_0_40_20_70_420---gt: [ False, 29, 130, 149]---predictions: [0.00, 30, 130, 149]
name: hatchback_-20_40_-20_20_20_140_70_420---gt: [ True, 37, 73, 149]---predictions: [0.39, 37, 48, 149]
name: hatchback_-20_20_-40_40_0_50_70_420---gt: [ True, 34, 133, 74]---predictions: [0.64, 33, 98, 75]
name: hybrid_-40_0_-40_20_0_140_70_420---gt: [ True, 37, 65, 0]---predictions: [0.54, 34, 43, 0]
name: suv_0_0_0_40_0_50_70_420---gt: [ False, 33, 127, 0]---predictions: [0.48, 37, 75, 0]
name: suv_0_40_-20_0_20_140_30_420---gt: [ False, 0, 0, 149]---predictions: [0.00, 0, 0, 149]
name: suv_-40_0_-40_20_0_140_30_420---gt: [ True, 38, 59, 0]---predictions: [0.67, 38, 59, 0]
name: sedan4door_-40_0_-20_40_20_50_30_420---gt: [ True, 36, 101, 0]---predictions: [0.96, 30, 65, 0]
name: sedan4door_0_40_0_40_0_50_70_420---gt: [ False, 33, 125, 149]---predictions: [0.47, 34, 73, 149]
name: hatchback_0_40_0_0_40_140_30_420---gt: [ False, 0, 0, 149]---predictions: [0.00, 0, 0, 149]
name: suv_0_40_0_0_20_230_70_420---gt: [ False, 27, 50, 149]---predictions: [0.16, 33, 43, 149]
name: sedan4door_-40_40_-40_40_40_20_30_420---gt: [ True, 31, 109, 149]---predictions: [0.97, 26, 102, 149]
name: suv_-40_20_-20_40_20_140_70_420---gt: [ True, 40, 64, 74]---predictions: [0.70, 39, 49, 75]
name: sedan2door_-40_40_-20_40_20_230_30_420---gt: [ True, 22, 64, 149]---predictions: [0.40, 36, 68, 149]
name: suv_-40_40_-20_20_0_50_70_420---gt: [ True, 37, 145, 149]---predictions: [0.58, 34, 83, 149]
name: suv_0_40_-40_40_20_140_30_420---gt: [ False, 0, 0, 149]---predictions: [0.00, 0, 0, 149]
name: suv_-20_40_0_40_0_230_30_420---gt: [ True, 28, 74, 149]---predictions: [0.50, 30, 50, 149]
name: suv_-20_0_-40_20_20_230_30_420---gt: [ True, 28, 74, 0]---predictions: [0.40, 34, 50, 0]
name: sedan4door_0_0_0_0_20_230_30_420---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan2door_-20_20_-40_0_0_20_30_420---gt: [ True, 31, 101, 74]---predictions: [0.33, 32, 102, 75]
