filename,fl,fr,bl,br,trunk,az,el,dist,overlap,l1 angle error
12f2905dc029f59a2479fbc7da5ed22b_40_0_40_20_0_280_20_400.png,40,0,40,20,0,280,20,400,0.32238803456804255,36.0
2f7cf2c2d170e3c936f37029483b3e41_0_0_40_20_0_280_60_400.png,0,0,40,20,0,280,60,400,0.284460002344112,13.0
fa1b3bcdbda309a439cc19d48e3f4f5_40_0_40_20_0_40_40_400.png,40,0,40,20,0,40,40,400,0.5022723991402703,39.0
b9786e1b059a1712ca92a4cdad802b45_20_0_40_20_0_360_40_400.png,20,0,40,20,0,360,40,400,0.7385831255738625,6.0
825fb860d71c78a477c771b4b7eed82c_20_0_40_20_0_240_60_400.png,20,0,40,20,0,240,60,400,0.3634702130844661,14.0
70e27da90dec2de49604bf8c981ad1eb_20_0_40_20_0_320_40_400.png,20,0,40,20,0,320,40,400,0.3479745118785802,4.0
7c46bfff2f90f11044592db9be5db5c8_20_0_40_20_0_80_40_400.png,20,0,40,20,0,80,40,400,0.7548076713906163,10.0
a387407d49e209fdeea60824a43a0b_40_0_40_20_0_320_80_400.png,40,0,40,20,0,320,80,400,0.23570382968129364,13.0
9d2b7938d426633b28044fe9244db50a_20_0_40_20_0_360_60_400.png,20,0,40,20,0,360,60,400,None,5.0
b9786e1b059a1712ca92a4cdad802b45_20_0_40_20_0_0_20_400.png,20,0,40,20,0,0,20,400,0.33814077619368654,4.0
6265f0745d3f40546bcd32c43682e841_40_0_40_20_0_200_60_400.png,40,0,40,20,0,200,60,400,0.2546577321616836,33.0
d0cf2f187acda5736be7348aa770e4ca_40_0_40_20_0_40_80_400.png,40,0,40,20,0,40,80,400,0.1747657345922786,28.0
3d693af6fbae47f9cfb661f69a0dfbbd_0_0_40_20_0_360_80_400.png,0,0,40,20,0,360,80,400,0.26760026352382793,7.0
d72ffa185738bccd10b75223b5be6dbb_0_0_40_20_0_80_20_400.png,0,0,40,20,0,80,20,400,0.3327321911632101,7.0
12f2905dc029f59a2479fbc7da5ed22b_40_0_40_20_0_0_80_400.png,40,0,40,20,0,0,80,400,0.3728892592181725,34.0
fabcb04fc015f822ca8bf2993ca245b_0_0_40_20_0_80_40_400.png,0,0,40,20,0,80,40,400,0.3794345676574858,20.0
a51b3b0cbd9c24f3a7fd25564c2e888e_0_0_40_20_0_320_80_400.png,0,0,40,20,0,320,80,400,0.6144089688989207,18.0
a51b3b0cbd9c24f3a7fd25564c2e888e_40_0_40_20_0_0_20_400.png,40,0,40,20,0,0,20,400,0.16991343430788372,37.0
2f7cf2c2d170e3c936f37029483b3e41_20_0_40_20_0_280_80_400.png,20,0,40,20,0,280,80,400,0.36986197380784896,10.0
6265f0745d3f40546bcd32c43682e841_0_0_40_20_0_0_60_400.png,0,0,40,20,0,0,60,400,None,13.0
dfa6c32dec07727ee9d8921ebe6d5b8e_40_0_40_20_0_320_20_400.png,40,0,40,20,0,320,20,400,None,31.0
7c46bfff2f90f11044592db9be5db5c8_0_0_40_20_0_200_60_400.png,0,0,40,20,0,200,60,400,0.9104015516022932,18.0
2f7cf2c2d170e3c936f37029483b3e41_40_0_40_20_0_0_60_400.png,40,0,40,20,0,0,60,400,0.428942911204477,19.0
c61ec8875746ab78227375499b768057_20_0_40_20_0_280_40_400.png,20,0,40,20,0,280,40,400,0.30200320238258405,14.0
d2592adba4e8e62648368c1a2f71c5f3_0_0_40_20_0_200_60_400.png,0,0,40,20,0,200,60,400,0.6908370887932217,25.0
a387407d49e209fdeea60824a43a0b_20_0_40_20_0_360_40_400.png,20,0,40,20,0,360,40,400,0.4505758105711935,14.0
7dac31838b627748eb631ba05bd8dfe_20_0_40_20_0_40_80_400.png,20,0,40,20,0,40,80,400,0.06903061160769183,12.0
b9786e1b059a1712ca92a4cdad802b45_40_0_40_20_0_0_60_400.png,40,0,40,20,0,0,60,400,0.39714838334681146,24.0
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_0_40_20_0_160_80_400.png,40,0,40,20,0,160,80,400,0.8258846981747372,30.0
4ac021653126a29e98618a1ba17f086b_40_0_40_20_0_280_20_400.png,40,0,40,20,0,280,20,400,0.5950029558162625,28.0
7dac31838b627748eb631ba05bd8dfe_20_0_40_20_0_320_20_400.png,20,0,40,20,0,320,20,400,None,20.0
d2592adba4e8e62648368c1a2f71c5f3_20_0_40_20_0_160_60_400.png,20,0,40,20,0,160,60,400,0.7979003007021178,2.0
c4941d6a2266813c3a2b1a2e5e169910_0_0_40_20_0_120_60_400.png,0,0,40,20,0,120,60,400,0.1772118178494458,18.0
a387407d49e209fdeea60824a43a0b_20_0_40_20_0_200_80_400.png,20,0,40,20,0,200,80,400,0.5247818429852759,11.0
6265f0745d3f40546bcd32c43682e841_40_0_40_20_0_80_80_400.png,40,0,40,20,0,80,80,400,0.15288765805496896,35.0
425ba801e904cb50f3aaed7e86215c7b_20_0_40_20_0_120_80_400.png,20,0,40,20,0,120,80,400,0.17442790007333034,18.0
4458ed2a746e61a3b11647ffa4306609_0_0_40_20_0_360_60_400.png,0,0,40,20,0,360,60,400,0.12857049981087057,0.0
12f2905dc029f59a2479fbc7da5ed22b_20_0_40_20_0_0_40_400.png,20,0,40,20,0,0,40,400,0.4227390017651462,11.0
7c7e5b4fa56d8ed654b40bc735c6fdf6_0_0_40_20_0_360_80_400.png,0,0,40,20,0,360,80,400,0.6082387950989783,20.0
4f17af1ca7ae689d409b2c4484d833cc_20_0_40_20_0_320_20_400.png,20,0,40,20,0,320,20,400,0.24530467040517717,18.0
86c8a3137a716d70e742b0b5e87bec54_0_0_40_20_0_280_80_400.png,0,0,40,20,0,280,80,400,0.5034181817407306,9.0
fa1b3bcdbda309a439cc19d48e3f4f5_0_0_40_20_0_80_20_400.png,0,0,40,20,0,80,20,400,None,6.0
ac3585c59a80b822b4d8eb72d337b2e3_20_0_40_20_0_0_40_400.png,20,0,40,20,0,0,40,400,0.1650668357949697,17.0
7dac31838b627748eb631ba05bd8dfe_40_0_40_20_0_320_60_400.png,40,0,40,20,0,320,60,400,0.4746304921207265,28.0
7dac31838b627748eb631ba05bd8dfe_40_0_40_20_0_160_60_400.png,40,0,40,20,0,160,60,400,0.3042151148198222,36.0
aa9f41bc3925ffc4be9358e8c18dc481_40_0_40_20_0_40_40_400.png,40,0,40,20,0,40,40,400,None,38.0
70e27da90dec2de49604bf8c981ad1eb_20_0_40_20_0_320_20_400.png,20,0,40,20,0,320,20,400,0.16124433366434315,5.0
5e87b04efd58cc8922412d2a728de1d5_0_0_40_20_0_120_60_400.png,0,0,40,20,0,120,60,400,0.29325189547560204,13.0
7ccdf7bc2af0b068e43ab89cb5563740_40_0_40_20_0_280_80_400.png,40,0,40,20,0,280,80,400,0.5625696737610876,22.0
9d2b7938d426633b28044fe9244db50a_0_0_40_20_0_120_60_400.png,0,0,40,20,0,120,60,400,None,14.0
ac3585c59a80b822b4d8eb72d337b2e3_20_0_40_20_0_40_80_400.png,20,0,40,20,0,40,80,400,0.29934955932518664,12.0
cde88b5900e8dfba725a7749daae1afa_0_0_40_20_0_160_80_400.png,0,0,40,20,0,160,80,400,0.4187671383485099,4.0
9d2b7938d426633b28044fe9244db50a_20_0_40_20_0_0_20_400.png,20,0,40,20,0,0,20,400,None,12.0
c4941d6a2266813c3a2b1a2e5e169910_20_0_40_20_0_320_60_400.png,20,0,40,20,0,320,60,400,0.21021276154356805,1.0
d2592adba4e8e62648368c1a2f71c5f3_20_0_40_20_0_0_60_400.png,20,0,40,20,0,0,60,400,0.2610524442350192,4.0
9c827e532de4967285089a13cc567dbd_40_0_40_20_0_360_80_400.png,40,0,40,20,0,360,80,400,0.3607495005961703,22.0
ba0ac1d1e25d3fad63f2c3a55558a78f_20_0_40_20_0_0_20_400.png,20,0,40,20,0,0,20,400,0.1273051192120808,7.0
4458ed2a746e61a3b11647ffa4306609_0_0_40_20_0_360_80_400.png,0,0,40,20,0,360,80,400,0.43769899256089156,2.0
72ba2195087f80d8b7e8c57d131d2ca7_0_0_40_20_0_280_60_400.png,0,0,40,20,0,280,60,400,0.6164619770233196,34.0
7dac31838b627748eb631ba05bd8dfe_40_0_40_20_0_0_40_400.png,40,0,40,20,0,0,40,400,0.3201147112806894,27.0
4ac021653126a29e98618a1ba17f086b_0_0_40_20_0_200_60_400.png,0,0,40,20,0,200,60,400,0.5378385795179264,18.0
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_0_40_20_0_280_60_400.png,40,0,40,20,0,280,60,400,0.27384184153806496,29.0
4f17af1ca7ae689d409b2c4484d833cc_40_0_40_20_0_280_20_400.png,40,0,40,20,0,280,20,400,0.4438275005296962,34.0
c4941d6a2266813c3a2b1a2e5e169910_40_0_40_20_0_320_60_400.png,40,0,40,20,0,320,60,400,0.18640269733297413,20.0
425ba801e904cb50f3aaed7e86215c7b_20_0_40_20_0_40_80_400.png,20,0,40,20,0,40,80,400,0.03327889495864474,15.0
4f17af1ca7ae689d409b2c4484d833cc_40_0_40_20_0_280_80_400.png,40,0,40,20,0,280,80,400,0.6242285820441313,34.0
4f17af1ca7ae689d409b2c4484d833cc_20_0_40_20_0_80_40_400.png,20,0,40,20,0,80,40,400,0.2418248588790567,11.0
4f17af1ca7ae689d409b2c4484d833cc_0_0_40_20_0_280_80_400.png,0,0,40,20,0,280,80,400,0.5230193561299177,5.0
4ac021653126a29e98618a1ba17f086b_40_0_40_20_0_280_40_400.png,40,0,40,20,0,280,40,400,0.7442588073136023,29.0
923007b377bb1cab473f10e6caaeca56_40_0_40_20_0_160_80_400.png,40,0,40,20,0,160,80,400,0.4494341553792878,32.0
86c8a3137a716d70e742b0b5e87bec54_40_0_40_20_0_280_80_400.png,40,0,40,20,0,280,80,400,0.327628337451784,28.0
c4941d6a2266813c3a2b1a2e5e169910_40_0_40_20_0_40_40_400.png,40,0,40,20,0,40,40,400,0.26130532706912735,31.0
7c46bfff2f90f11044592db9be5db5c8_0_0_40_20_0_320_20_400.png,0,0,40,20,0,320,20,400,None,18.0
72ba2195087f80d8b7e8c57d131d2ca7_0_0_40_20_0_40_80_400.png,0,0,40,20,0,40,80,400,0.4142045376049956,17.0
a88d69e53a01aab9ff1370452e3a0154_40_0_40_20_0_240_60_400.png,40,0,40,20,0,240,60,400,0.5986488018134715,34.0
2f7cf2c2d170e3c936f37029483b3e41_0_0_40_20_0_280_80_400.png,0,0,40,20,0,280,80,400,0.26198813342173166,9.0
1a64bf1e658652ddb11647ffa4306609_20_0_40_20_0_120_60_400.png,20,0,40,20,0,120,60,400,0.6568119575174195,1.0
ac3585c59a80b822b4d8eb72d337b2e3_20_0_40_20_0_200_60_400.png,20,0,40,20,0,200,60,400,0.2722727580106693,15.0
70e27da90dec2de49604bf8c981ad1eb_0_0_40_20_0_320_60_400.png,0,0,40,20,0,320,60,400,0.6649762423391804,28.0
4ac021653126a29e98618a1ba17f086b_40_0_40_20_0_80_40_400.png,40,0,40,20,0,80,40,400,0.09267450231115297,21.0
4458ed2a746e61a3b11647ffa4306609_40_0_40_20_0_320_60_400.png,40,0,40,20,0,320,60,400,0.26199216929564517,36.0
9c827e532de4967285089a13cc567dbd_40_0_40_20_0_320_40_400.png,40,0,40,20,0,320,40,400,0.5082275723015232,34.0
fa1b3bcdbda309a439cc19d48e3f4f5_20_0_40_20_0_200_60_400.png,20,0,40,20,0,200,60,400,0.3132919155664216,13.0
70e27da90dec2de49604bf8c981ad1eb_0_0_40_20_0_280_80_400.png,0,0,40,20,0,280,80,400,0.3058363763056252,22.0
9d2b7938d426633b28044fe9244db50a_20_0_40_20_0_280_80_400.png,20,0,40,20,0,280,80,400,None,9.0
4ac021653126a29e98618a1ba17f086b_20_0_40_20_0_240_60_400.png,20,0,40,20,0,240,60,400,0.44029456731235456,2.0
2f7cf2c2d170e3c936f37029483b3e41_20_0_40_20_0_280_40_400.png,20,0,40,20,0,280,40,400,0.16803215694454152,12.0
c4941d6a2266813c3a2b1a2e5e169910_40_0_40_20_0_240_80_400.png,40,0,40,20,0,240,80,400,0.07533775941953035,26.0
425ba801e904cb50f3aaed7e86215c7b_0_0_40_20_0_280_40_400.png,0,0,40,20,0,280,40,400,0.18516930827388056,8.0
12f2905dc029f59a2479fbc7da5ed22b_20_0_40_20_0_320_40_400.png,20,0,40,20,0,320,40,400,0.4758406053592972,16.0
a51b3b0cbd9c24f3a7fd25564c2e888e_40_0_40_20_0_320_40_400.png,40,0,40,20,0,320,40,400,0.30194420012417217,37.0
c61ec8875746ab78227375499b768057_0_0_40_20_0_80_20_400.png,0,0,40,20,0,80,20,400,0.2912994384765625,9.0
7ccdf7bc2af0b068e43ab89cb5563740_40_0_40_20_0_80_80_400.png,40,0,40,20,0,80,80,400,0.4111017150664145,30.0
4ac021653126a29e98618a1ba17f086b_20_0_40_20_0_0_60_400.png,20,0,40,20,0,0,60,400,0.18134654057118568,10.0
6265f0745d3f40546bcd32c43682e841_20_0_40_20_0_120_80_400.png,20,0,40,20,0,120,80,400,0.25283856327387033,15.0
a88d69e53a01aab9ff1370452e3a0154_20_0_40_20_0_240_60_400.png,20,0,40,20,0,240,60,400,0.6229432184505355,13.0
a88d69e53a01aab9ff1370452e3a0154_20_0_40_20_0_0_60_400.png,20,0,40,20,0,0,60,400,0.28808183766374684,15.0
7dac31838b627748eb631ba05bd8dfe_40_0_40_20_0_0_80_400.png,40,0,40,20,0,0,80,400,0.17313656080862505,30.0
3d693af6fbae47f9cfb661f69a0dfbbd_20_0_40_20_0_160_60_400.png,20,0,40,20,0,160,60,400,0.5604828043609699,6.0
1790131f5f74b1ed973aff268eb6b00c_20_0_40_20_0_320_80_400.png,20,0,40,20,0,320,80,400,0.5480038280815731,7.0
6265f0745d3f40546bcd32c43682e841_0_0_40_20_0_80_80_400.png,0,0,40,20,0,80,80,400,0.2368945330165747,4.0
12f2905dc029f59a2479fbc7da5ed22b_20_0_40_20_0_360_80_400.png,20,0,40,20,0,360,80,400,0.36693417041770143,16.0
c61ec8875746ab78227375499b768057_0_0_40_20_0_360_40_400.png,0,0,40,20,0,360,40,400,0.45078662795922986,13.0
72ba2195087f80d8b7e8c57d131d2ca7_40_0_40_20_0_160_60_400.png,40,0,40,20,0,160,60,400,0.9284339469523681,20.0
c61ec8875746ab78227375499b768057_20_0_40_20_0_40_40_400.png,20,0,40,20,0,40,40,400,0.6186185203908923,12.0
ba0ac1d1e25d3fad63f2c3a55558a78f_0_0_40_20_0_360_60_400.png,0,0,40,20,0,360,60,400,0.40440190462458053,25.0
4458ed2a746e61a3b11647ffa4306609_40_0_40_20_0_80_40_400.png,40,0,40,20,0,80,40,400,0.768439491870257,26.0
86c8a3137a716d70e742b0b5e87bec54_40_0_40_20_0_280_60_400.png,40,0,40,20,0,280,60,400,0.8355705893855082,33.0
72ba2195087f80d8b7e8c57d131d2ca7_0_0_40_20_0_280_40_400.png,0,0,40,20,0,280,40,400,0.1626377433181234,8.0
d2592adba4e8e62648368c1a2f71c5f3_20_0_40_20_0_280_60_400.png,20,0,40,20,0,280,60,400,0.6489709624161957,3.0
4f17af1ca7ae689d409b2c4484d833cc_20_0_40_20_0_120_60_400.png,20,0,40,20,0,120,60,400,0.40161909164539167,12.0
ba0ac1d1e25d3fad63f2c3a55558a78f_20_0_40_20_0_280_40_400.png,20,0,40,20,0,280,40,400,0.6413339393506559,7.0
a88d69e53a01aab9ff1370452e3a0154_0_0_40_20_0_360_40_400.png,0,0,40,20,0,360,40,400,0.23193355094834764,16.0
d0cf2f187acda5736be7348aa770e4ca_0_0_40_20_0_120_60_400.png,0,0,40,20,0,120,60,400,0.2449099104151711,6.0
1790131f5f74b1ed973aff268eb6b00c_0_0_40_20_0_360_40_400.png,0,0,40,20,0,360,40,400,0.06303158673373135,23.0
ac3585c59a80b822b4d8eb72d337b2e3_20_0_40_20_0_360_80_400.png,20,0,40,20,0,360,80,400,0.1653421116207535,16.0
825fb860d71c78a477c771b4b7eed82c_0_0_40_20_0_120_80_400.png,0,0,40,20,0,120,80,400,0.3201835498679075,9.0
fa1b3bcdbda309a439cc19d48e3f4f5_40_0_40_20_0_160_60_400.png,40,0,40,20,0,160,60,400,0.28233212514747086,30.0
70e27da90dec2de49604bf8c981ad1eb_40_0_40_20_0_80_20_400.png,40,0,40,20,0,80,20,400,0.3908034738776321,19.0
923007b377bb1cab473f10e6caaeca56_40_0_40_20_0_280_80_400.png,40,0,40,20,0,280,80,400,0.2196806309017992,35.0
a387407d49e209fdeea60824a43a0b_40_0_40_20_0_280_40_400.png,40,0,40,20,0,280,40,400,0.4327240543442765,34.0
a115d534edec6f89afe1d4530f4c6e24_20_0_40_20_0_320_60_400.png,20,0,40,20,0,320,60,400,0.4791577823644469,2.0
1a64bf1e658652ddb11647ffa4306609_20_0_40_20_0_80_80_400.png,20,0,40,20,0,80,80,400,0.36246243254232907,13.0
ffe0a5b165461eb66a2345809e2bb169_20_0_40_20_0_320_40_400.png,20,0,40,20,0,320,40,400,0.2993229241327408,19.0
b9786e1b059a1712ca92a4cdad802b45_0_0_40_20_0_0_80_400.png,0,0,40,20,0,0,80,400,0.4552380218679058,11.0
d72ffa185738bccd10b75223b5be6dbb_0_0_40_20_0_360_40_400.png,0,0,40,20,0,360,40,400,0.40308610448297466,5.0
7ccdf7bc2af0b068e43ab89cb5563740_40_0_40_20_0_0_80_400.png,40,0,40,20,0,0,80,400,0.07010010232433078,18.0
b9786e1b059a1712ca92a4cdad802b45_0_0_40_20_0_40_20_400.png,0,0,40,20,0,40,20,400,0.13814049043092935,4.0
7dac31838b627748eb631ba05bd8dfe_40_0_40_20_0_0_20_400.png,40,0,40,20,0,0,20,400,None,26.0
c4941d6a2266813c3a2b1a2e5e169910_0_0_40_20_0_200_80_400.png,0,0,40,20,0,200,80,400,0.7065707548165027,22.0
a387407d49e209fdeea60824a43a0b_40_0_40_20_0_360_20_400.png,40,0,40,20,0,360,20,400,0.45825653645529674,0.0
fabcb04fc015f822ca8bf2993ca245b_0_0_40_20_0_320_40_400.png,0,0,40,20,0,320,40,400,0.40296468776794464,5.0
72ba2195087f80d8b7e8c57d131d2ca7_40_0_40_20_0_240_80_400.png,40,0,40,20,0,240,80,400,0.8573343175306504,14.0
fabcb04fc015f822ca8bf2993ca245b_0_0_40_20_0_120_80_400.png,0,0,40,20,0,120,80,400,0.30603391107549216,8.0
216d910f71942f205df3c6413d40ccb2_0_0_40_20_0_320_80_400.png,0,0,40,20,0,320,80,400,0.7427273564620105,26.0
216d910f71942f205df3c6413d40ccb2_0_0_40_20_0_320_20_400.png,0,0,40,20,0,320,20,400,0.38845459182219916,7.0
9c827e532de4967285089a13cc567dbd_0_0_40_20_0_80_40_400.png,0,0,40,20,0,80,40,400,0.6150967240526974,12.0
fa1b3bcdbda309a439cc19d48e3f4f5_20_0_40_20_0_40_40_400.png,20,0,40,20,0,40,40,400,0.45311738354103087,19.0
825fb860d71c78a477c771b4b7eed82c_20_0_40_20_0_280_40_400.png,20,0,40,20,0,280,40,400,0.21271670736917636,15.0
5e87b04efd58cc8922412d2a728de1d5_40_0_40_20_0_320_80_400.png,40,0,40,20,0,320,80,400,0.5778587685585691,20.0
a115d534edec6f89afe1d4530f4c6e24_20_0_40_20_0_280_40_400.png,20,0,40,20,0,280,40,400,0.2528816254032768,15.0
5e87b04efd58cc8922412d2a728de1d5_20_0_40_20_0_80_60_400.png,20,0,40,20,0,80,60,400,0.5286336156780352,8.0
216d910f71942f205df3c6413d40ccb2_40_0_40_20_0_320_20_400.png,40,0,40,20,0,320,20,400,0.3657324958926101,32.0
70e27da90dec2de49604bf8c981ad1eb_40_0_40_20_0_160_80_400.png,40,0,40,20,0,160,80,400,0.3994329714664789,21.0
fabcb04fc015f822ca8bf2993ca245b_20_0_40_20_0_120_60_400.png,20,0,40,20,0,120,60,400,0.8654412263949242,2.0
7c7e5b4fa56d8ed654b40bc735c6fdf6_0_0_40_20_0_200_80_400.png,0,0,40,20,0,200,80,400,0.7417701400020908,7.0
c61ec8875746ab78227375499b768057_40_0_40_20_0_360_20_400.png,40,0,40,20,0,360,20,400,0.4734532227484655,27.0
d72ffa185738bccd10b75223b5be6dbb_40_0_40_20_0_120_80_400.png,40,0,40,20,0,120,80,400,0.26913939918933055,38.0
